SERIAL;JOURV2;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D7_0;D7_1;D7_2;D8_0;D8_1;D8_2;D9;D10;D11_0;D11_1;D11_2;D11_3;D11_4;D11_5;D11_6;D12;D13;D14_0;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D14_7;D14_8;D14_9;D14_10
882;1;2;2;3;58;3;1;1;5;7;1;8;9;2;;3;;2;2;;2;2;1;2;1;2;2;1;2;2;2;10;1;4;1;1;1;3;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;1;1;4;6;;;;1;58;3;5;3;3;0;4;5;3;1;;;;1;1;2;1;1;3;1;1;2;3;4;2;2;2;2;1;1;1;2;1;2;1
883;1;1;2;3;25;3;4;1;5;2;6;8;1;1;2;3;;2;2;;1;2;1;2;1;2;2;1;2;2;2;7;3;2;3;3;1;1;1;2;2;90;1;3;;;;0;4;2;2;2;2;2;2;2;2;2;3;2;3;2;4;;;;1;25;3;3;2;0;0;6;;;;2;3;1;3;2;3;5;5;2;1;1;1;;2;4;2;1;2;1;1;1;2;3;1;2
884;1;1;1;6;6;12;4;1;4;2;6;9;7;2;;2;;2;1;39.9;1;2;1;1;1;2;2;2;2;1;2;7;1;2;1;1;1;1;1;1;2;30;1;;;;;0;2;;1;2;2;2;2;2;2;2;1;1;1;1;3;;;;1;6;12;3;3;2;0;6;2;3;1;;;;3;2;2;1;1;2;2;1;4;3;2;2;2;2;2;2;2;2;2;1;2;2
885;1;2;1;2;25;3;4;4;4;1;8;1;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;1;1;1;1;1;2;2;0;;;;;;0;3;;2;2;3;2;3;2;2;2;3;3;3;3;7;;;;1;25;3;2;2;0;0;5;3;4;2;;;;3;2;5;1;1;2;5;1;4;3;2;1;1;2;2;2;1;1;2;1;2;2
886;1;2;2;5;67;6;3;2;4;3;9;10;6;2;;3;;2;2;;2;2;3;2;2;2;2;2;2;2;2;8;2;3;1;1;1;1;1;1;6;165;1;2;;;;5;3;2;2;2;2;2;2;2;2;2;4;3;4;3;4;;;;1;67;6;6;4;2;0;5;5;4;1;;;;3;2;2;1;1;2;2;1;3;3;1;2;3;2;4;2;1;1;1;1;1;4
887;1;3;2;4;91;1;3;1;3;1;8;3;4;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;2;3;2;1;1;1;1;1;5;120;1;4;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;3;3;1;3;;;1;91;1;4;1;0;0;6;2;4;2;;;;3;2;3;2;1;2;1;1;3;3;3;2;1;4;1;1;3;2;1;4;1;1
888;1;2;2;2;62;5;4;4;5;1;1;3;10;2;;3;;1;2;;2;2;1;1;2;2;2;2;2;2;2;9;2;2;2;4;1;1;1;1;2;60;2;;;;;0;2;2;2;2;1;2;2;2;2;2;2;3;3;1;6;;;;2;7;11;5;3;0;0;6;5;2;1;;;;2;2;1;1;1;3;4;1;3;2;2;2;2;3;2;2;2;1;2;1;1;2
889;1;1;1;6;31;10;4;1;3;1;1;8;5;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;8;1;6;1;1;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;31;10;4;1;0;0;6;5;2;1;;;;2;2;2;5;2;2;2;1;4;2;3;3;2;3;2;2;3;3;1;1;2;3
890;1;2;2;2;93;1;5;6;8;3;1;9;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;2;1;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;93;1;3;3;1;0;5;5;2;2;;;;3;5;2;2;5;3;3;1;4;2;5;2;1;4;2;1;1;2;1;4;2;1
891;1;2;2;8;40;9;1;2;5;3;1;8;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;4;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;40;9;5;2;0;0;5;3;3;1;;;;1;1;1;1;2;2;2;1;4;3;4;3;2;4;3;4;3;3;4;1;4;4
892;1;2;1;5;77;1;5;1;4;3;2;1;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;6;3;5;1;2;1;2;6;60;2;;;;;0;2;;2;2;3;2;2;2;2;2;4;4;4;4;5;;;;1;77;1;5;5;2;0;6;4;3;2;;;;3;1;3;2;2;3;3;2;4;3;1;2;2;3;2;2;2;2;2;1;3;2
893;1;2;2;1;66;10;4;4;8;1;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;1;1;2;2;10;1;1;1;1;1;1;1;2;3;20;1;;;;;2;2;2;2;2;3;2;2;2;2;2;2;3;4;3;;;;;1;66;10;;2;0;0;4;3;3;2;;;;2;2;2;1;2;2;5;2;4;3;3;1;1;4;2;1;1;1;2;1;1;1
894;1;2;2;6;75;1;5;1;4;5;9;6;4;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;0;1;3;3;1;1;1;1;2;6;60;2;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;4;1;0;1;5;4;4;5;;;;5;4;1;5;5;1;2;5;2;4;1;3;3;4;4;1;1;1;2;4;1;4
895;1;2;2;5;69;11;4;2;4;3;1;8;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;5;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;2;4;4;6;;;;1;69;11;5;4;2;0;6;2;3;1;;;;2;2;2;1;1;3;3;1;2;3;4;2;2;3;2;3;2;2;3;2;1;2
896;1;2;2;5;94;1;5;1;5;1;1;7;4;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;3;2;1;1;1;2;3;120;1;;;;;2;4;2;2;2;2;2;2;2;2;2;5;3;4;3;3;;;;1;94;1;4;2;1;0;4;5;2;2;;;;1;5;5;1;5;4;5;1;3;5;5;3;3;3;2;3;3;3;3;3;3;3
897;1;2;2;5;44;7;4;3;3;1;6;5;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;1;3;2;2;1;2;4;30;1;3;;;;50;2;1;2;2;2;2;2;2;2;3;3;3;4;4;2;;;;1;44;7;3;2;1;0;6;3;3;1;;;;2;2;2;1;2;3;2;1;3;3;2;2;2;3;1;1;3;2;1;1;3;1
898;1;2;2;6;29;8;2;1;4;4;3;1;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;6;6;690;4;;;;;1;2;2;2;2;2;2;2;2;1;2;3;3;3;3;1;3;;;1;29;8;5;5;2;1;5;3;3;2;;;;3;2;2;1;2;3;2;2;1;3;3;1;1;3;1;1;1;1;1;2;2;1
899;1;2;2;6;31;10;4;1;5;3;1;7;3;2;;3;;2;1;38.0;1;2;2;2;1;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;31;10;4;2;2;0;4;3;3;1;;;;2;2;2;1;1;3;1;1;4;3;2;1;1;2;2;1;1;1;2;3;1;2
900;1;2;2;5;95;1;3;1;3;3;1;7;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;2;5;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;3;3;1;3;;;1;95;1;4;3;1;0;6;5;5;5;;;;2;3;3;1;2;4;2;1;2;3;3;1;2;2;1;1;1;1;1;1;2;1
901;1;1;1;4;75;1;5;1;3;3;1;6;9;2;;3;;2;2;;2;2;1;1;2;2;2;2;2;2;1;8;1;3;1;1;1;1;1;2;2;60;1;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;3;4;2;0;6;3;4;1;;;;3;3;1;1;1;2;3;1;4;4;2;1;1;1;1;1;1;1;1;2;3;1
902;1;1;2;7;34;10;2;1;4;1;8;4;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;1;1;1;1;1;2;2;270;4;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;1;3;;;1;34;10;2;1;0;0;5;5;3;2;;;;4;1;3;1;1;2;2;1;4;3;2;2;1;3;1;2;3;1;1;1;3;1
903;1;1;1;5;82;10;3;1;4;2;5;2;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;3;6;1;1;1;1;1;2;6;120;1;;;;;3;4;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;82;10;6;2;0;0;5;2;2;1;;;;3;1;3;1;1;2;3;1;4;2;2;2;1;1;2;1;1;1;2;2;2;1
904;1;2;2;5;77;1;3;6;8;2;1;8;7;2;;3;;2;2;;2;2;2;2;1;2;1;2;2;2;2;10;1;1;1;2;2;2;1;2;4;60;2;3;;;;0;2;2;2;2;2;2;2;2;2;3;1;1;1;1;;;;;1;77;1;5;3;1;0;6;5;5;5;;;;2;5;2;2;2;2;2;2;3;3;2;1;2;2;2;1;2;2;1;1;2;3
905;1;2;2;8;60;5;1;1;5;5;3;1;10;2;;3;;1;2;;1;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;6;2;600;1;2;4;;;0;2;2;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;60;5;3;1;0;0;5;5;5;2;;;;1;2;2;1;1;3;3;1;2;5;2;2;2;3;4;2;2;1;2;2;1;2
906;1;1;2;5;44;7;1;1;5;2;1;5;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;3;3;730;4;;;;;8;2;2;2;2;2;2;2;2;2;2;4;3;3;4;1;;;;1;44;7;6;4;1;1;3;4;5;1;;;;3;1;2;1;1;2;1;1;3;5;2;1;1;2;2;2;1;1;1;1;2;3
907;1;2;2;3;69;11;4;1;3;1;4;7;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;1;3;4;1;1;1;1;1;2;3;5;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;4;3;;;;1;69;11;2;1;0;0;6;3;3;1;;;;3;1;3;1;1;2;2;1;4;3;2;2;3;4;1;1;2;1;1;2;1;1
908;1;1;2;2;69;11;4;1;3;7;9;7;4;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;5;2;6;3;6;1;1;1;1;6;0;;;;;;0;3;1;2;2;2;2;2;2;2;2;4;3;4;4;4;;;;1;69;11;3;3;1;0;6;3;5;2;;;;3;5;2;1;5;5;5;2;4;2;3;1;1;2;1;1;1;1;1;3;1;1
909;1;1;1;9;69;11;4;7;7;3;1;4;8;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;1;1;1;1;5;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;69;11;5;2;0;0;6;2;3;1;;;;3;2;2;1;1;2;1;1;3;3;2;2;1;3;2;1;1;1;1;1;2;1
910;1;1;2;5;63;11;1;3;3;3;5;7;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;6;1;1;1;2;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;;;;1;63;11;7;5;3;0;6;3;4;1;;;;4;2;3;2;2;2;2;2;4;4;2;3;2;3;3;2;2;2;2;2;2;3
911;1;2;2;8;49;7;4;6;8;4;3;1;2;2;;3;;1;2;;2;2;2;2;1;2;2;2;2;2;2;7;2;5;3;1;1;1;1;2;5;120;1;3;;;;10;3;2;2;2;2;2;2;2;2;2;3;4;4;2;;;;;1;49;7;5;3;2;0;4;2;3;1;;;;3;2;2;2;1;2;2;1;2;3;2;1;1;4;1;1;2;1;3;1;1;1
912;1;3;2;3;84;12;4;4;5;7;1;5;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;3;2;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;2;3;5;;;;1;84;12;4;2;0;0;6;1;3;2;;;;1;2;3;1;1;3;2;1;4;3;2;1;2;1;1;1;1;4;2;1;1;2
913;1;1;1;4;59;5;2;1;5;3;9;5;3;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;3;10;1;;;;;1;3;;2;2;2;2;2;2;2;2;3;4;4;3;1;;;;1;59;5;6;5;3;0;5;3;2;2;;;;2;2;2;2;2;3;2;2;3;3;3;1;1;1;2;1;1;1;1;1;1;2
914;1;2;2;3;57;6;1;1;5;3;1;4;7;1;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;150;1;2;;;;30;2;2;2;2;2;2;2;2;2;2;1;1;3;1;4;;;;1;57;6;6;5;3;0;3;;;;1;3;2;1;1;2;3;5;2;5;2;2;;4;1;2;3;2;2;1;1;3;2;2;3
915;1;2;2;3;77;1;5;1;4;2;1;8;2;2;;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;8;1;1;5;1;1;1;1;2;6;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;1;77;1;2;2;0;0;6;3;3;1;;;;3;2;2;1;1;2;3;1;3;4;1;1;2;1;1;2;2;3;2;3;1;1
916;1;2;2;5;78;1;5;1;4;3;1;2;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;3;1;1;1;1;2;6;90;1;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;;;1;78;1;5;4;2;0;6;2;2;5;;;;1;2;2;2;2;2;2;2;3;2;3;1;1;1;1;1;1;1;1;1;1;1
917;1;3;2;5;68;6;4;8;8;1;1;8;6;1;3;2;;2;2;;2;2;1;2;2;2;2;2;2;2;2;9;1;1;1;2;2;1;1;6;2;600;4;;;;;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;1;68;6;4;1;0;0;6;;;;3;3;2;2;2;1;1;1;3;3;1;2;;1;1;1;3;2;1;1;1;2;1;3;1
918;1;1;2;6;48;10;1;6;8;7;1;4;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;1;6;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;48;10;5;3;1;0;6;5;5;1;;;;2;2;2;1;1;2;2;1;4;5;5;2;2;2;2;2;2;2;2;1;2;2
919;1;3;2;4;21;3;4;1;3;1;3;8;6;1;2;3;;2;2;;2;2;2;2;1;1;2;2;2;2;2;7;2;5;2;2;6;2;2;2;6;30;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;2;3;4;3;;;;1;21;3;3;1;0;0;6;;;;3;3;1;4;2;2;1;5;2;2;1;4;;3;2;1;2;2;2;1;2;1;1;2;2
920;1;1;2;5;75;1;5;2;2;3;1;7;5;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;2;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;2;1;6;;;;1;75;1;3;4;2;2;2;4;2;2;;;;1;2;1;1;1;4;4;1;2;3;4;1;1;1;1;1;3;3;1;1;1;1
921;1;1;1;6;31;10;4;1;4;4;1;5;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;6;2;2;1;1;1;1;2;120;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;1;4;3;;;;1;31;10;1;1;0;1;5;4;2;1;;;;1;1;1;1;1;2;1;1;4;3;1;1;1;2;1;2;1;1;1;1;2;1
922;1;1;2;8;75;1;5;2;4;1;1;4;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;2;2;1;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;4;4;4;5;;;;1;75;1;2;1;0;0;6;3;5;1;;;;1;4;2;1;5;3;3;1;4;5;3;2;4;4;1;1;1;1;1;1;2;1
923;1;1;2;8;19;9;1;6;8;3;1;8;10;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;1;6;60;1;;;;;0;3;2;2;1;2;2;2;2;2;2;3;1;3;3;;;;;1;19;9;5;3;0;0;4;5;2;2;;;;2;2;3;2;2;2;3;1;4;3;3;5;5;5;5;5;5;5;5;5;5;5
924;1;1;2;3;37;2;4;6;8;2;1;2;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;6;75;1;2;;;;0;1;2;2;2;2;2;2;2;2;2;1;1;1;3;;;;;1;37;2;5;5;3;0;1;2;2;2;;;;1;2;2;1;1;2;2;1;3;2;3;2;2;3;1;2;2;1;2;1;2;1
925;1;1;1;8;82;10;2;7;7;3;1;2;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;1;1;1;1;1;1;2;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;82;10;5;5;1;0;5;5;2;1;;;;3;2;2;2;2;2;2;3;3;5;2;1;1;1;1;1;1;1;1;1;1;1
926;1;1;2;7;71;3;1;6;8;4;1;4;8;2;;3;;2;2;;2;2;1;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;2;1;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;1;3;3;;;;;1;71;3;6;4;2;0;8;4;2;1;;;;2;2;2;1;2;2;2;1;2;5;3;1;1;3;1;1;1;3;1;1;1;1
927;1;1;2;1;15;11;2;2;5;1;7;10;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;6;6;295;4;;;;;15;5;2;2;2;2;2;2;2;2;2;3;1;2;3;1;;;;1;15;11;;7;4;0;3;4;5;1;;;;3;5;5;1;1;5;5;2;1;5;1;2;2;4;2;1;1;1;1;1;3;3
928;1;1;2;3;21;3;1;1;4;4;6;2;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;6;360;4;;;;;0;2;2;2;2;2;2;2;2;2;2;2;3;3;2;1;3;;;1;21;3;6;2;1;0;5;3;4;1;;;;2;1;2;1;1;2;3;1;3;3;2;1;2;2;1;1;1;1;1;1;1;1
929;1;1;1;8;61;4;1;1;3;3;3;10;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;6;6;2;1;1;1;1;6;0;;;;;;0;4;;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;1;61;4;7;2;0;0;6;2;5;1;;;;1;2;2;1;1;3;1;1;4;2;2;1;1;1;1;1;1;1;1;1;1;1
930;1;1;1;2;34;10;4;1;4;2;1;2;5;2;;2;;2;2;;2;2;1;2;2;2;2;2;1;2;2;8;2;3;2;1;1;1;1;2;6;50;1;;;;;0;2;;2;2;2;2;2;3;2;2;3;2;3;3;5;;;;1;34;10;5;2;0;0;6;2;3;2;;;;2;2;5;2;2;2;2;2;3;4;2;2;1;3;2;1;1;1;1;1;2;2
931;1;1;1;3;42;11;4;2;5;3;1;6;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;3;1;1;1;1;1;1;6;60;3;;;;;3;2;;2;2;2;2;2;2;2;2;3;4;4;4;2;5;;;1;42;11;4;3;2;0;6;3;4;1;;;;3;1;2;1;2;1;1;1;4;4;1;2;2;4;3;1;1;1;2;1;4;1
932;1;1;2;5;21;3;4;1;4;4;3;9;1;1;2;1;;2;2;;1;1;1;1;1;2;2;1;2;2;2;8;1;2;1;1;1;1;1;1;3;100;1;2;;;;2;2;2;2;2;2;2;2;2;2;2;4;3;3;4;3;;;;1;21;3;5;3;2;0;6;;;;3;3;1;2;2;2;1;1;3;2;1;4;;2;1;1;2;4;1;1;1;2;1;1;1
933;1;3;2;5;33;9;4;1;4;2;1;8;2;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;2;1;1;2;2;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;3;2;3;4;2;3;;;1;33;9;5;2;2;0;6;2;1;1;;;;1;1;1;1;1;1;1;1;4;1;3;1;3;4;1;1;2;1;1;1;3;1
934;1;1;2;3;44;7;4;2;4;1;3;4;8;1;2;2;;2;1;39.0;1;1;1;1;1;1;2;1;1;1;1;4;1;3;2;1;1;1;1;1;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;;;;1;44;7;1;1;0;0;6;;;;2;1;2;3;3;2;1;1;3;2;1;1;;2;2;1;2;2;2;1;1;1;2;1;2
935;1;1;1;1;31;10;4;8;8;1;2;4;8;1;2;3;;1;2;;1;1;2;1;2;2;1;2;1;1;2;4;1;3;5;3;2;5;2;2;3;60;3;;;;;3;2;;1;2;1;2;2;1;2;1;1;1;1;2;;;;;2;31;10;8;4;1;3;4;;;;2;3;3;4;1;2;3;4;5;5;5;3;;3;1;1;2;4;3;4;1;3;3;3;2
936;1;1;2;6;59;5;2;1;5;1;5;1;8;1;2;2;;2;2;;2;2;2;1;2;2;2;2;2;2;2;10;2;2;1;1;2;1;1;2;2;540;4;;;;;14;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;;;;1;59;5;2;1;0;0;3;;;;2;2;2;1;3;2;1;1;3;2;1;2;;2;1;1;2;3;2;1;1;2;2;2;2
937;1;1;2;7;92;1;5;1;3;3;1;10;3;2;;3;;2;2;;1;2;1;2;2;1;2;1;2;2;2;9;2;4;2;2;2;1;1;1;3;60;1;;;;;3;2;2;2;2;3;2;2;2;2;2;4;3;4;3;3;;;;1;92;1;6;4;0;0;6;3;2;1;;;;3;1;3;1;1;3;2;1;3;4;1;4;1;3;1;2;1;2;1;1;2;1
938;1;1;2;8;24;9;1;1;5;3;1;8;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;2;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;24;9;5;3;0;0;4;5;2;1;;;;2;1;3;1;1;2;2;1;4;2;2;1;1;1;1;1;1;1;1;1;1;1
939;1;2;1;5;91;1;5;1;3;3;1;7;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;1;1;1;1;1;5;15;1;;;;;2;3;;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;1;91;1;7;4;2;0;5;4;2;1;;;;2;2;3;1;1;3;1;1;4;2;3;1;1;4;1;1;1;1;2;1;1;1
940;1;1;1;4;92;1;5;1;3;3;1;8;7;2;;3;;2;2;;2;2;2;2;1;1;2;2;2;2;2;4;1;6;2;5;2;2;4;1;6;0;;;;;;10;3;;2;2;3;2;2;2;2;2;4;2;2;4;3;;;;1;92;1;4;3;1;0;6;3;4;1;;;;3;1;3;1;1;2;3;1;2;3;1;4;3;4;4;4;1;1;4;1;4;4
941;1;1;1;9;31;10;2;7;7;3;9;10;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;31;10;4;2;0;0;3;5;2;1;;;;1;4;4;1;1;4;5;1;4;5;2;1;1;3;3;2;1;2;1;1;4;1
942;1;1;1;8;40;9;1;1;4;5;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;1;4;1;1;1;1;1;1;3;150;1;;;;;2;3;;2;2;2;2;2;2;2;2;4;3;4;4;6;;;;1;40;9;6;1;0;0;6;2;2;2;;;;2;1;3;1;1;2;3;1;4;3;4;2;2;3;2;2;2;1;2;1;2;1
943;1;1;2;5;28;2;1;2;5;1;6;11;5;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;1;1;1;1;1;1;1;2;1;60;2;;;;;1;5;2;3;3;3;3;3;3;3;3;5;5;1;5;5;;;;1;28;2;;1;0;0;7;;;;;;;5;5;5;5;5;5;5;5;5;;5;4;4;4;3;4;4;4;4;4;3;4
944;1;2;2;3;57;6;4;4;5;1;1;5;6;1;2;1;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;1;2;2;1;1;1;1;3;180;1;3;;;;2;3;2;2;2;2;2;2;2;2;2;3;3;3;4;2;;;;1;57;6;3;1;0;0;6;;;;2;3;4;3;2;2;1;2;3;3;2;4;;2;1;2;3;2;1;1;1;2;1;1;1
945;1;1;2;2;93;1;5;1;3;2;1;5;2;3;;3;;2;2;;2;2;2;2;2;2;1;2;2;1;3;9;2;2;1;2;1;1;2;2;6;120;1;3;;;;2;5;2;2;2;2;2;2;2;3;1;2;3;4;3;3;;;;1;93;1;1;2;0;0;6;;;;;;;2;2;2;1;3;3;2;1;3;;3;1;1;2;2;1;1;1;1;1;3;1
946;1;1;1;5;87;9;4;1;4;2;1;2;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;3;1;1;1;1;1;1;1;4;1110;1;4;;;;6;3;;2;2;2;2;1;2;1;3;3;3;3;3;1;;;;1;87;9;6;5;3;0;5;2;2;2;;;;1;2;3;1;1;2;1;1;2;2;2;1;2;4;2;2;2;1;2;2;2;2
947;1;1;2;6;77;1;3;5;8;1;2;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;4;1;1;1;1;1;1;3;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;2;3;4;3;;;;;1;77;1;4;4;1;0;3;3;1;1;;;;1;3;2;1;1;3;2;1;4;2;3;1;1;1;1;1;1;2;2;2;3;1
948;1;1;1;2;91;1;5;1;4;1;2;8;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;91;1;1;1;0;0;6;4;4;1;;;;4;1;2;1;2;2;5;2;4;4;2;5;5;5;5;5;5;5;5;5;5;5
949;1;2;1;9;71;3;3;7;7;6;1;2;4;1;3;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;8;1;6;4;1;2;1;1;1;6;0;;;;;;0;3;;2;1;2;2;2;1;2;2;4;4;4;4;;;;;1;71;3;8;2;0;0;3;;;;2;3;1;3;1;1;1;5;2;4;1;4;;2;1;1;1;1;1;1;1;1;1;1;1
950;1;2;2;1;54;6;4;8;8;1;1;9;7;2;;3;;2;2;;2;2;2;2;2;2;2;1;2;2;2;10;1;6;2;1;1;1;1;1;6;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;1;1;1;2;;;;;1;54;6;7;2;0;1;4;5;1;1;;;;1;1;3;1;1;4;3;1;4;5;3;1;2;3;2;2;1;2;2;1;3;2
951;1;3;2;9;17;9;4;5;8;3;1;6;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;2;60;3;;;;;0;3;2;2;2;1;2;2;2;2;2;3;3;1;4;;;;;1;17;9;7;2;0;0;4;3;2;1;;;;2;1;2;1;1;2;2;1;3;2;1;1;1;1;1;1;1;1;1;1;3;1
