SERIAL;JOURV7;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D60A;D60;D61;D62_0;D62_1;D62_2;D63;ALEAD65;D65;D66;ALEAD70;D70;D71;D67;D68_0;D68_1;D68_2;D68_3;D68_4;D68_5;D68_6;D68_7;D68_8;D69_0;D69_1;D69_2;D69_3;D69_4;D69_5;D69_6;D69_7
63;2;1;1;3;34;10;2;1;5;3;1;8;7;1;1;;2;;1;1;38.0;2;1;1;1;1;1;1;2;1;2;2;9;2;2;2;3;2;3;3;2;2;210;7;;;;3;1;3;3;;2;2;1;1;2;2;3;2;2;2;2;1;1;;;;2;34;10;2;2;2;0;4;;3;1;1;2;2;1;1;2;;2;2;;2;1;2;2;1;3;2;1;2;2;2;1;2;3;3;2;1;3;1
64;2;3;2;8;69;11;4;1;3;3;10;5;8;1;2;;2;;2;2;;2;2;2;2;2;2;2;2;1;1;2;8;1;1;1;1;1;1;1;1;1;60;0;;;;0;0;0;3;2;2;2;2;2;2;2;2;2;3;2;3;3;3;;;;1;69;11;4;3;0;0;6;2;5;1;1;4;2;1;2;1;2;;1;4;;2;1;2;2;2;2;3;1;2;3;2;3;2;2;1;1;1;1
65;2;2;1;6;19;9;3;2;6;1;8;2;4;2;;2;3;;2;2;;2;2;1;1;2;3;2;2;2;2;2;8;2;2;4;4;3;1;4;3;2;240;1;47;;;4;0;5;4;;3;2;2;2;2;2;3;2;3;3;3;3;1;;;;1;19;9;3;1;0;0;4;;2;1;1;1;3;2;1;1;3;;1;1;;2;2;2;3;3;2;2;2;3;3;2;2;4;2;3;4;2;3
66;2;2;1;1;59;5;4;1;5;1;4;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;7;2;2;1;1;2;1;2;3;3;0;1;30;;;3;1;0;2;;2;2;3;2;2;2;2;2;4;3;4;4;3;;;;1;59;5;7;4;2;0;6;2;6;1;1;2;3;2;2;2;;3;2;;3;2;2;3;2;2;2;2;2;2;3;5;5;2;5;2;4;2;2
67;2;2;2;4;34;10;3;4;5;2;3;10;9;1;3;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;3;1;1;2;3;300;3;;60;25;4;1;0;3;2;2;2;2;2;2;2;2;2;3;4;4;4;6;;;;1;34;10;5;3;0;0;6;2;4;1;1;1;4;1;2;2;;1;2;;1;2;1;3;2;4;4;4;4;3;4;1;1;1;1;1;1;1;1
68;2;1;1;2;6;12;4;4;5;1;1;3;2;1;2;;3;;2;1;38.7;2;2;2;2;1;2;2;2;1;2;2;7;1;1;1;1;3;2;2;3;2;240;4;;50;30;1;0;1;1;;2;2;2;2;2;2;2;2;3;3;3;2;5;;;;1;6;12;3;2;0;0;6;4;2;1;1;1;3;3;1;2;;3;2;;4;2;2;2;2;3;2;2;3;2;3;2;1;2;1;1;2;3;3
69;2;2;1;2;92;1;5;1;4;1;4;9;8;2;;2;3;;2;2;;2;2;3;2;2;2;2;2;2;2;2;1;3;5;5;5;5;5;4;4;4;90;10;;;;0;7;0;2;;2;2;2;3;2;2;2;2;4;4;4;4;2;;;;1;92;1;5;3;0;0;6;4;6;2;1;2;3;1;2;1;3;;1;4;;2;2;2;2;2;2;2;2;2;2;6;5;5;5;6;5;2;5
70;2;2;1;1;94;1;5;4;5;2;4;2;5;2;;1;1;;1;2;;2;2;2;2;2;2;2;2;2;3;3;7;1;2;1;1;1;2;1;2;2;45;0;;;;0;0;0;2;;3;2;2;2;2;3;3;2;2;3;3;2;7;;;;1;94;1;7;8;5;0;4;;6;1;1;3;1;2;1;2;;3;2;;4;2;4;4;4;4;4;4;4;4;4;1;1;1;1;1;2;1;4
71;2;2;1;1;86;9;4;8;8;1;7;10;9;2;;2;3;;2;2;;3;3;3;3;3;3;3;3;3;3;3;4;3;6;5;1;2;4;1;1;5;0;0;;;;1;0;0;2;;2;3;2;2;2;2;2;2;3;4;4;3;;;;;1;86;9;;5;1;0;2;;6;2;1;1;4;4;2;1;3;;1;5;;2;1;1;3;4;1;2;1;3;1;2;3;5;1;2;2;5;3
72;2;2;2;2;69;11;4;2;6;3;10;1;4;2;;4;3;;2;1;0.0;1;2;1;1;2;2;2;3;1;2;2;10;1;2;1;1;1;1;1;1;1;0;1;33;;;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;3;2;5;;;;1;69;11;3;2;0;0;4;;3;1;2;2;1;2;2;1;2;;1;2;;1;1;3;1;2;2;1;2;1;2;4;4;5;5;4;4;4;4
73;2;2;2;1;1;11;2;8;8;1;7;5;1;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;2;3;2;8;1;1;1;1;2;2;2;2;2;480;5;;20;19;2;3;0;2;2;2;2;3;2;2;3;2;2;1;2;4;1;;;;;1;1;11;5;3;0;0;5;4;4;1;1;1;3;3;1;2;;3;2;;2;2;2;3;3;3;3;3;4;1;4;2;2;2;2;4;2;5;4
74;2;2;1;3;18;2;2;1;4;2;5;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;2;1;2;1;2;3;2;0;0;;;;4;2;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;18;2;4;2;0;0;1;;4;2;1;1;4;1;2;2;;1;2;;5;1;2;2;2;3;2;2;3;5;2;4;4;3;4;3;4;4;4
75;2;2;1;1;87;9;4;1;3;2;2;1;5;2;;2;3;;2;3;;2;2;3;3;3;2;2;3;1;1;3;8;2;3;2;1;2;3;1;2;2;125;3;;20;;10;0;0;3;;2;3;3;3;3;3;2;2;1;4;2;1;1;;;;1;87;9;2;2;0;0;1;;6;1;1;2;4;3;1;1;3;;1;2;;1;3;2;5;5;4;1;1;2;2;5;4;3;6;4;1;1;5
76;2;1;2;6;62;5;2;5;8;1;1;8;9;3;;;2;;2;2;;2;2;2;2;2;2;2;2;2;1;2;9;1;1;2;2;2;1;3;3;4;240;2;;40;40;2;0;0;5;2;1;2;2;2;2;2;2;2;3;4;4;3;;;;;1;62;5;5;1;0;0;5;2;6;2;2;2;3;2;2;1;3;;1;4;;2;3;3;3;3;3;3;3;3;3;3;4;2;2;1;2;4;4
77;2;2;2;6;14;4;4;1;5;5;11;11;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;2;1;5;1;2;2;300;1;47;;;0;0;20;3;2;2;2;2;2;3;2;2;2;4;3;3;2;1;;;;1;14;4;2;1;0;0;3;;6;2;2;2;2;1;1;2;;1;2;;2;2;2;2;3;3;2;3;2;2;2;1;3;1;2;5;3;5;1
78;2;2;2;5;8;6;1;1;5;2;1;8;4;2;;2;3;;2;2;;2;2;2;1;2;2;2;1;2;2;2;10;1;1;1;1;1;1;1;1;1;0;2;;65;63;1;2;0;3;1;2;2;2;2;2;2;2;2;1;1;1;1;2;;;;1;8;6;3;3;1;0;8;;3;1;1;1;4;4;1;1;1;;1;1;;2;2;3;4;4;4;4;3;4;4;1;1;1;1;1;2;6;1
79;2;1;2;5;26;11;4;1;5;2;7;9;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;4;2;2;1;2;3;3;75;2;;60;35;0;4;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;;;;1;26;11;5;2;1;0;4;;1;2;1;2;3;3;1;2;;3;2;;2;2;2;2;2;2;2;2;2;2;4;5;5;5;5;5;5;5;5
80;2;1;1;6;35;8;2;1;5;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;7;1;3;2;1;3;2;1;4;4;240;1;48;;;0;2;5;2;;2;2;2;2;2;2;2;2;3;4;4;4;1;;;;1;35;8;6;5;3;0;4;;6;1;1;2;3;2;2;2;;3;2;;5;2;1;2;2;4;4;4;2;3;3;1;3;2;2;2;3;3;3
81;2;1;1;8;35;8;2;1;3;3;5;6;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;1;2;1;1;1;2;2;30;0;;;;5;3;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;3;;;;1;35;8;6;2;0;0;4;;3;1;2;2;3;2;1;1;3;;1;2;;1;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2
82;2;1;2;3;69;11;4;1;5;2;5;9;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;2;0;0;;;;0;0;0;5;2;2;2;2;2;2;2;2;2;4;2;3;3;3;5;;;1;69;11;3;2;0;0;6;1;6;1;1;3;3;3;1;2;;3;2;;5;2;3;4;4;4;4;4;4;4;4;1;2;2;1;2;2;2;2
83;2;1;1;7;28;2;3;1;5;2;6;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;3;4;2;1;2;2;3;0;0;;;;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;28;2;5;1;0;1;3;;5;1;2;2;3;2;2;1;3;;1;4;;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4
84;2;2;2;6;44;7;4;1;4;2;1;3;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;3;2;9;1;1;1;1;1;1;1;6;4;600;2;;47;50;0;2;20;1;2;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;44;7;5;2;0;2;6;1;7;1;1;1;4;4;2;2;;3;2;;1;2;2;2;2;3;2;2;3;4;3;3;5;3;5;2;3;1;2
85;2;1;2;8;71;3;3;1;5;3;6;3;1;2;;2;3;;1;2;;2;2;1;2;2;2;2;2;2;2;2;10;1;1;2;1;1;1;1;1;1;60;2;;;;1;1;0;2;2;2;2;2;2;2;2;1;1;4;2;3;4;4;;;;1;71;3;4;2;0;0;4;;6;1;1;1;1;2;1;2;;1;2;;5;2;2;2;2;4;2;4;2;2;3;1;1;1;1;1;1;1;1
86;2;2;2;5;25;3;2;1;4;4;3;7;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;1;1;2;2;3;2;35;1;7;;;1;0;3;2;2;2;2;2;2;2;2;2;2;4;3;4;3;3;5;;;1;25;3;2;2;1;1;5;5;6;2;2;2;1;2;2;1;3;;1;3;;2;2;3;3;3;3;3;3;3;3;2;2;3;3;2;2;2;2
87;2;2;1;9;94;1;5;7;7;3;1;10;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;3;3;1;1;1;3;3;150;50;;;;1;4;0;3;;1;2;2;2;2;1;2;2;4;3;4;4;;;;;1;94;1;3;2;0;0;3;;3;2;1;1;3;3;2;2;;3;2;;3;2;2;3;4;4;3;3;3;4;4;2;2;2;1;2;2;2;3
88;2;1;2;8;60;5;3;2;5;6;8;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;1;79;;;0;1;0;1;2;2;2;2;2;2;2;2;2;4;1;1;4;2;;;;1;60;5;4;2;0;1;3;;6;1;1;1;1;2;1;1;2;;1;4;;2;4;2;3;4;4;4;2;4;4;1;1;1;1;1;1;1;1
89;2;2;2;4;72;7;1;1;3;3;10;4;5;2;;1;1;;2;2;;2;2;2;2;2;2;2;2;2;1;2;7;2;2;2;2;2;2;2;2;2;0;2;;35;40;1;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;1;72;7;6;4;2;0;4;;2;1;2;2;2;1;2;1;2;;1;2;;2;2;3;3;3;3;3;2;3;3;2;2;2;2;2;2;2;2
90;2;2;2;3;59;5;4;2;4;7;3;1;8;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;2;1;1;1;1;1;2;1;720;15;;50;50;0;0;2;2;2;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;59;5;5;4;2;0;6;3;6;1;1;1;3;2;2;1;3;;1;2;;2;2;2;2;3;2;2;2;2;2;2;2;1;2;1;2;1;2
91;2;2;1;1;14;4;2;8;8;1;7;2;1;1;2;;3;;2;3;;2;2;1;2;2;2;2;2;2;2;2;4;4;6;4;3;2;2;3;2;2;0;0;;;;0;2;0;2;;2;2;1;2;2;2;2;2;2;2;2;2;;;;;1;14;4;5;5;2;0;4;;5;1;2;3;2;1;2;1;3;;1;4;;2;1;3;3;3;3;4;3;3;3;3;2;2;2;1;2;4;4
92;2;2;2;5;6;12;4;1;5;4;2;4;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;2;1;1;1;1;1;3;1;660;0;;;;0;2;3;2;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;6;12;4;2;0;0;5;5;6;2;1;1;3;3;2;1;3;;1;4;;2;2;3;4;4;3;4;3;3;4;2;2;3;2;3;2;1;2
93;2;2;2;4;13;12;4;1;3;3;1;2;9;2;;2;3;;2;2;;3;3;2;3;2;2;2;2;2;3;2;9;1;2;1;2;2;1;2;2;2;600;5;;38;38;4;0;1;3;2;2;2;2;2;2;2;2;2;3;3;3;3;8;;;;1;13;12;4;2;1;0;6;1;4;1;1;2;4;3;1;2;;3;2;;2;2;2;3;2;3;2;2;3;2;3;2;3;2;2;2;2;3;2
94;2;2;2;8;79;9;1;1;5;3;4;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;1;2;1;2;1;1;0;30;;;;0;0;30;3;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;79;9;8;3;0;0;3;;6;3;1;2;3;3;2;1;3;;1;2;;2;2;2;2;2;2;3;2;3;3;2;3;2;3;3;4;4;2
95;2;1;1;7;90;3;2;1;3;3;6;3;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;3;2;1;1;2;1;2;3;120;30;;45;35;0;2;3;3;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;90;3;6;4;2;0;6;2;4;1;2;2;4;2;2;2;;3;2;;2;1;1;2;2;2;2;2;2;2;3;3;4;4;2;2;2;5;5
96;2;2;2;4;44;7;2;1;5;3;1;7;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;1;1;1;2;1;4;6;1;600;150;;32;25;0;0;7;3;2;2;2;1;2;2;2;2;2;4;4;4;3;1;;;;1;44;7;4;3;2;0;1;;6;1;1;3;3;2;1;2;;3;2;;2;2;2;3;2;3;3;3;3;3;3;1;1;1;2;1;2;1;1
97;2;2;1;6;84;12;4;1;3;3;8;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;1;2;3;600;15;;45;45;0;1;20;3;;2;2;1;2;2;2;2;2;4;3;3;3;1;3;;;1;84;12;6;6;4;0;6;1;3;1;1;2;3;2;2;2;;3;2;;1;2;2;3;3;3;2;3;2;2;3;2;2;2;1;1;2;2;1
98;2;2;2;3;58;3;2;1;5;2;3;4;2;3;;;2;;2;2;;1;2;1;2;1;2;2;1;3;1;2;7;3;2;1;3;2;1;1;2;2;270;15;;30;23;1;1;1;2;2;2;2;3;2;2;2;2;2;3;4;4;3;1;;;;1;58;3;6;3;1;0;3;;6;1;1;2;4;2;2;2;;3;1;3;;2;2;2;2;3;2;2;3;2;2;2;3;1;2;2;4;2;2
99;2;1;2;1;77;1;3;1;5;1;5;8;3;1;1;;1;;2;1;0.0;1;1;3;1;1;1;2;1;2;1;2;7;4;5;4;4;1;4;5;3;4;0;0;;;;2;1;1;5;2;2;3;2;2;3;3;3;3;5;3;2;4;4;;;;2;77;1;5;2;0;0;6;1;2;1;1;3;2;3;1;2;;1;2;;2;1;3;3;3;4;4;4;4;2;5;2;6;6;4;2;6;2;1
100;2;2;1;6;34;10;3;1;4;3;8;4;6;1;3;;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;6;2;2;2;5;2;5;4;3;3;240;1;35;;;0;0;2;3;;2;2;2;2;3;2;2;2;2;3;4;2;1;;;;1;34;10;5;4;1;0;2;;2;1;1;1;3;2;1;1;3;;2;;4;1;2;2;2;2;2;2;2;2;2;4;5;5;5;5;3;3;2
101;2;2;2;6;77;1;5;1;5;6;1;10;2;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;3;1;4;6;1;720;15;;20;25;0;0;3;1;2;2;2;2;2;2;2;2;2;1;2;3;2;1;;;;2;77;1;5;3;2;0;2;;4;2;1;3;3;2;2;2;;3;2;;2;2;1;4;2;4;3;4;2;4;3;2;2;2;2;4;2;2;2
102;2;1;2;8;88;6;1;6;8;3;8;1;6;2;;4;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;3;1;2;1;1;2;1;0;0;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;4;4;3;4;;;;;1;88;6;4;2;0;0;3;;5;2;1;1;3;3;2;1;3;;1;4;;2;2;4;4;4;4;4;4;4;4;1;1;1;1;1;2;3;2
103;2;2;2;3;76;4;4;1;3;1;8;1;2;2;;3;3;;2;2;;2;2;2;3;2;2;2;2;2;2;2;9;1;1;2;2;2;1;1;1;2;120;4;;45;62;0;3;5;4;2;2;2;2;2;2;2;2;1;3;1;1;3;1;;;;1;76;4;2;1;0;0;6;5;4;2;1;1;3;3;1;1;3;;1;1;;2;3;4;4;4;4;4;3;4;4;2;1;1;2;1;2;2;1
104;2;1;2;5;62;5;1;1;5;3;2;9;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;2;2;1;90;20;;50;30;0;2;0;3;2;2;2;1;2;2;2;2;2;3;2;3;3;3;;;;1;62;5;7;2;2;0;5;5;6;1;1;2;3;2;2;1;3;;1;2;;2;1;2;2;4;4;4;2;4;4;1;2;1;1;1;1;3;2
105;2;2;2;3;19;9;3;1;5;2;1;2;8;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;3;2;2;8;1;1;2;1;3;1;1;6;1;600;60;;65;35;0;1;0;2;2;2;3;2;3;2;3;2;2;4;3;3;3;1;;;;1;19;9;5;3;1;0;5;3;6;1;1;2;3;2;1;2;;3;2;;5;2;2;2;2;2;2;2;3;3;2;5;3;3;3;3;3;4;5
106;2;2;2;2;59;5;1;1;3;7;6;2;11;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;2;1;1;3;1;360;17;;34;53;0;6;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;59;5;4;2;1;0;6;5;6;1;1;1;3;2;1;1;3;;1;2;;2;4;4;4;4;4;4;4;4;4;4;3;3;3;1;2;2;3
107;2;3;2;7;59;5;2;1;4;2;2;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;1;1;1;2;2;105;0;;;;0;1;0;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;;;;1;59;5;6;2;0;0;5;5;5;2;1;1;3;2;2;1;3;;1;2;;2;1;2;2;3;2;2;2;3;3;1;2;3;1;1;2;4;4
108;2;2;2;2;34;10;4;1;3;1;1;8;2;1;1;;2;;2;2;;2;2;2;1;2;1;2;2;2;1;2;8;2;1;2;1;1;1;2;2;1;300;2;;30;27;10;0;28;2;2;2;2;2;2;2;2;2;2;3;4;4;3;1;;;;1;34;10;2;1;0;0;6;3;6;2;1;2;3;3;2;2;;3;2;;4;2;2;2;2;3;2;2;2;2;3;2;3;2;2;2;2;5;1
109;2;1;2;8;76;4;4;1;5;1;8;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;2;3;2;60;0;;;;0;2;5;2;2;2;2;2;2;2;2;2;2;4;4;3;4;1;;;;2;76;4;4;2;0;0;3;;3;1;1;1;4;3;1;2;;3;2;;2;2;2;3;2;3;3;3;2;2;3;1;1;1;2;1;1;2;2
110;2;1;1;4;59;5;2;1;4;1;9;2;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;6;1;600;60;;;;0;0;7;1;;2;2;1;2;2;2;2;2;3;2;4;2;1;;;;1;59;5;4;1;0;0;5;2;6;1;1;2;2;2;2;2;;3;2;;1;2;1;2;2;3;3;3;3;3;3;2;2;2;3;3;2;4;3
111;2;1;1;9;45;2;1;7;7;2;8;2;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;1;1;120;2;;55;58;1;0;0;2;;1;2;2;2;1;1;2;2;4;4;4;4;;;;;1;45;2;6;2;0;0;2;;6;1;2;3;1;1;2;2;;3;1;4;;2;4;4;4;4;4;4;4;4;4;2;2;2;2;1;2;3;2
112;2;2;2;5;84;12;4;1;3;7;8;5;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;5;2;2;2;2;3;2;2;4;2;510;10;;40;40;2;0;5;3;2;2;2;2;2;2;3;2;2;4;4;4;3;1;;;;1;84;12;5;3;1;0;6;4;6;2;1;2;3;2;2;1;3;;1;3;;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
113;2;2;1;5;77;1;5;1;4;7;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;4;2;1;1;6;2;720;3;;22;55;1;0;5;3;;2;2;2;2;2;2;2;2;1;2;2;2;1;;;;1;77;1;6;4;2;0;5;1;5;1;1;2;2;3;2;1;3;;1;3;;2;2;3;3;3;1;3;2;3;3;4;2;2;2;3;1;4;4
114;2;2;1;1;69;11;4;8;8;1;7;4;3;1;2;;2;;2;2;;2;2;2;2;2;2;2;3;2;2;3;7;3;2;2;1;2;1;1;4;1;250;20;;45;8;0;0;7;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;69;11;3;2;2;0;4;;4;2;1;2;4;2;2;1;3;;1;2;;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;5
115;2;2;2;5;69;11;4;1;5;1;1;9;4;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;1;2;90;10;;40;25;0;1;0;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;;;;1;69;11;3;3;2;0;5;2;6;2;1;2;4;2;2;1;3;;2;;4;2;3;3;3;3;3;4;3;3;3;1;1;1;2;2;1;1;1
116;2;1;1;5;44;7;4;1;3;3;2;8;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;1;1;1;2;1;70;1;25;;;0;1;0;2;;2;2;2;2;2;2;2;2;4;3;1;4;3;;;;1;44;7;7;4;2;2;6;5;4;1;1;2;3;2;2;2;;3;2;;4;2;1;3;3;3;3;4;3;4;3;1;2;1;2;2;1;4;3
117;2;1;1;3;75;1;5;1;4;3;5;7;4;1;1;;1;;1;1;0.0;1;1;1;1;1;2;1;1;2;2;2;7;1;1;2;1;4;1;2;1;2;0;8;;;;5;5;4;5;;1;2;2;1;2;1;1;2;2;3;1;1;1;2;;;1;75;1;;4;2;0;2;;3;1;1;2;1;3;1;2;;1;2;;1;1;2;1;1;2;1;1;1;1;2;3;2;2;1;2;1;1;4
118;2;2;2;6;17;9;1;1;4;2;2;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;3;1;2;1;1;3;2;720;50;;40;;0;7;3;2;2;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;17;9;5;3;1;0;3;;6;1;1;2;3;2;2;1;3;;1;4;;2;2;2;2;3;2;3;2;2;3;4;4;3;3;3;3;5;5
119;2;1;2;5;76;4;4;1;5;2;8;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;2;1;1;2;3;45;2;;28;61;1;0;0;4;2;2;2;2;2;2;2;2;1;3;3;4;4;4;;;;1;76;4;4;3;1;0;3;;2;2;1;2;3;2;2;2;;2;2;;5;1;3;2;2;2;2;2;2;2;3;2;5;2;2;2;2;2;4
120;2;2;2;5;68;6;3;1;4;3;4;3;5;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;4;2;1;3;1;3;1;2;20;0;;;;0;1;0;3;2;2;2;2;2;2;2;2;2;2;2;3;2;3;;;;1;68;6;7;4;2;0;6;4;2;1;2;2;3;3;1;1;3;;1;3;;2;2;2;2;3;2;2;2;2;2;2;4;2;2;4;2;4;4
121;2;2;2;2;53;7;1;1;5;1;8;6;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;3;2;2;1;180;1;25;;;0;2;4;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;53;7;2;1;0;0;4;;6;1;1;2;3;3;1;1;3;;2;;3;2;1;2;3;3;2;3;2;3;2;3;2;2;1;1;4;2;1
122;2;2;2;4;23;9;1;1;4;2;1;3;11;2;;2;3;;2;2;;1;2;2;2;2;2;2;1;2;2;2;6;2;3;2;2;3;1;1;2;2;0;0;;;;1;1;0;5;2;2;2;1;3;2;2;2;2;3;3;3;4;3;;;;1;23;9;3;2;0;0;5;5;2;2;1;2;3;2;2;1;3;;1;4;;2;2;2;2;4;2;3;3;3;3;3;3;3;2;3;3;3;4
123;2;2;2;8;69;11;4;1;5;6;3;1;8;1;5;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;5;1;1;1;1;1;2;1;60;2;;70;6;1;5;20;2;2;2;2;2;3;2;2;2;2;3;3;3;4;3;;;;1;69;11;5;3;2;0;5;4;6;2;1;2;4;2;1;2;;3;2;;3;2;2;2;2;2;1;2;1;2;2;1;2;1;1;1;1;1;1
124;2;2;2;5;59;5;4;2;5;3;8;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;2;1;3;2;1;210;2;;35;30;1;0;3;3;2;2;2;2;2;3;2;2;2;2;2;3;3;1;;;;1;59;5;5;4;1;0;6;1;2;1;2;2;3;1;2;2;;3;2;;1;1;1;2;1;2;1;1;1;1;3;1;1;1;1;2;1;5;1
125;2;2;1;6;62;5;4;1;6;2;5;8;1;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;2;1;1;600;50;;41;41;0;1;7;2;;2;2;2;3;3;2;2;2;3;2;3;3;1;;;;1;62;5;3;3;0;0;4;;6;2;1;2;1;3;1;2;;1;2;;1;1;3;2;4;3;3;2;3;3;3;3;4;4;4;4;2;3;3
126;2;2;1;7;1;11;1;1;4;3;4;7;6;2;;2;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;2;1;1;6;2;720;10;;35;45;0;0;5;3;;2;2;2;2;2;2;2;2;3;4;4;3;1;3;;;1;1;11;8;4;2;0;6;3;6;1;1;1;4;2;2;1;3;;1;4;;1;2;2;2;2;2;2;2;2;2;4;5;5;4;4;5;5;5
