SERIAL;JOURV6;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;C11;D52_0;D52_1;D52_2;D52_3;D52_4;D52_5;D52_6;D53_0;D53_1;D53_2;D53_3;D53_4;D53_5;D53_6;D54_0;D54_1;D54_2;D54_3;D54_4;D54_5;D54_6;D55_0;D55_1;D55_2;D55_3;D55_4;D56_0;D56_1;D56_2;D56_3;D56_4;D56_5;D56_6;D57_0;D57_1;D57_2;D57_3;D57_4;D58_0;D58_1;D58_2;D58_3;D58_4;D59_0;D59_1;D59_2;D59_3;D59_4
1067;2;2;1;3;81;10;1;1;5;3;2;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;6;120;1;5;;;;10;3;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;3;4;;;;1;81;10;5;2;1;0;5;5;5;10;0;0;10;0;0;;4;;;1;;;;2;;;1;;;4;4;1;4;4;2;4;3;1;1;1;4;1;4;1;4;2;4;2;1;4;3;4;2;4;4;1
1068;2;1;2;4;44;7;4;1;3;2;8;3;9;2;;4;2;;1;2;;2;2;2;2;2;2;2;2;1;1;2;5;1;1;1;1;1;1;1;3;1;600;1;4;;;;0;0;0;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;1;3;;;1;44;7;4;1;0;0;6;1;3;0;5;7;2;3;0;;;;3;;;;;;;3;;;;3;3;3;2;3;2;5;5;5;2;5;4;3;2;3;2;3;2;2;2;2;2;4;4;4;3;3
1069;2;2;1;9;49;7;1;1;4;3;1;6;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;2;1;1;1;6;2;2;150;1;;;;;6;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;3;;;;1;49;7;6;2;0;1;6;1;6;10;10;8;5;5;7;2;4;4;4;;;3;3;4;4;4;;;4;2;2;2;1;1;2;4;4;3;2;3;4;3;2;3;2;2;4;3;2;2;2;3;3;3;3;3
1070;2;1;2;4;28;2;2;1;3;2;3;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;4;1;3;2;1;2;3;5;210;2;5;;;;0;5;0;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;1;3;;;;1;28;2;4;4;2;0;6;1;10;10;0;10;10;10;5;1;1;;1;1;1;;1;1;;1;1;1;;4;4;4;4;4;5;2;1;5;5;5;5;4;3;4;2;4;3;3;2;2;1;2;3;4;3;4
1071;2;1;1;3;49;7;3;7;7;1;5;6;9;2;;4;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;3;3;4;3;4;4;3;4;120;1;2;;;;5;1;2;0;3;;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;1;49;7;7;4;0;0;5;4;7;5;0;7;5;2;5;2;;;2;;;;2;;;2;;;;2;4;3;2;3;3;1;1;2;3;3;3;2;2;3;2;2;2;3;1;2;2;3;2;3;2;1
1072;2;1;1;10;67;6;4;7;7;7;1;6;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;5;5;1;2;1;1;2;0;;;;;;0;0;0;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;67;6;5;2;0;1;6;1;0;0;0;0;10;10;0;;;;;2;5;;;;;;2;2;;3;2;3;3;2;2;4;4;4;5;4;4;4;3;2;2;3;4;4;2;2;4;2;3;3;4;4
1073;2;1;1;2;29;8;4;4;6;2;3;5;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;4;1;1;3;2;300;5;;;;;5;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;1;;;;1;29;8;5;2;0;0;4;;10;7;5;7;1;10;10;2;3;;3;;4;4;2;3;;3;;4;4;3;4;1;2;2;3;4;4;3;1;3;4;2;1;1;2;3;4;2;1;2;4;3;1;2;1;4
1074;2;1;2;6;59;5;3;1;5;4;1;3;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;4;3;2;2;1;2;2;3;150;1;2;;;;0;3;2;0;4;2;2;2;2;2;2;2;2;2;3;3;4;3;4;3;;;;1;59;5;5;3;2;0;5;2;4;1;5;6;8;4;6;;;;2;1;;2;;;;2;2;;3;3;3;3;2;4;2;4;4;3;1;5;4;3;2;2;2;2;2;2;2;2;2;2;3;2;3;4
1075;2;1;1;6;91;1;5;1;3;3;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;7;1;2;1;2;1;1;1;2;4;0;;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;3;4;4;3;3;2;3;;;1;91;1;4;2;2;0;6;1;4;2;8;9;4;1;2;;;3;3;;;;;;3;3;;;;3;3;2;1;3;1;4;4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3
1076;2;2;2;5;28;2;2;4;5;2;1;8;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;5;1;1;6;1;1;1;6;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;4;3;3;4;4;5;;;;1;28;2;6;4;1;0;3;;5;3;1;5;6;3;0;;;;;3;;;;;;;4;;;2;2;2;2;2;2;3;5;5;5;5;5;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3
1077;2;3;2;2;8;6;2;1;3;3;1;3;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;2;1;1;1;1;1;2;0;;;;;;1;1;0;6;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;1;3;;;1;8;6;4;2;0;0;6;1;0;0;10;10;10;4;1;;;1;2;1;;;;;3;3;2;;;1;2;1;1;3;2;1;1;5;2;5;5;4;2;2;2;3;2;2;2;2;2;2;3;3;4;4
1078;2;2;1;1;29;8;4;8;8;2;4;3;1;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;3;3;4;2;1;3;2;3;6;0;;;;;;0;0;0;0;2;;2;2;2;2;2;2;2;2;2;2;3;2;1;;;;;1;29;8;1;1;0;0;4;;0;0;2;1;10;2;0;;;;;1;;;;;;;1;;;3;3;2;2;2;5;5;5;5;5;5;4;1;1;1;2;3;3;3;3;3;3;2;2;3;3;3
1079;2;1;1;3;12;10;3;6;8;1;8;1;2;2;;3;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;10;1;2;4;4;1;1;1;1;4;60;3;5;;;;0;2;0;0;2;;2;2;2;2;3;2;2;2;3;3;1;3;1;;;;;1;12;10;2;1;0;1;1;;10;10;5;10;5;10;8;3;4;;5;;3;5;2;4;;4;;4;4;1;2;4;4;1;5;4;4;5;3;4;5;1;2;2;2;3;2;2;1;1;2;1;1;2;1;1
1080;2;2;2;8;84;12;4;5;8;3;1;2;6;2;;2;3;;2;2;;2;2;2;2;2;3;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;30;1;;;;;0;0;2;0;2;2;2;2;2;2;2;2;2;2;3;2;2;4;3;;;;;1;84;12;3;3;0;0;5;1;1;0;2;2;9;5;1;;;;;2;;;;;;;2;;;1;2;2;1;1;1;4;2;1;1;3;1;3;2;3;2;2;3;2;1;1;1;3;3;4;3;3
1081;2;1;2;7;54;6;4;1;5;5;1;9;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;5;1;1;1;1;1;2;5;420;1;4;;;;0;0;0;1;4;2;2;2;2;2;2;2;2;2;3;3;3;3;3;1;3;;;1;54;6;5;2;0;0;4;;0;5;0;0;10;8;8;;;;;1;2;2;;;;;1;1;2;1;1;1;1;1;4;4;4;4;4;4;4;1;3;2;1;1;3;3;2;2;4;3;3;2;3;4
1082;3;3;2;1;59;5;4;8;8;1;1;5;3;1;2;;1;;2;2;;2;3;2;3;3;1;3;2;2;2;2;8;1;1;1;1;2;2;3;1;1;120;1;2;;;;1;1;1;0;2;2;1;2;2;2;2;1;2;2;4;2;4;4;4;;;;;1;59;5;7;4;1;0;4;;5;4;8;9;4;5;7;;;4;4;;;4;;;4;4;;;4;2;2;2;2;2;3;1;2;5;4;3;5;1;4;2;1;1;2;2;2;2;2;2;2;2;2;2
1083;2;1;2;10;91;1;5;7;7;6;8;1;10;2;;4;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;4;2;1;1;1;2;3;50;1;;;;;3;1;2;0;4;2;2;2;2;2;2;2;2;2;4;4;4;3;2;;;;;1;91;1;4;1;0;0;5;2;5;5;5;7;8;5;6;;;;2;2;;2;;;;3;2;;2;3;3;1;2;2;5;3;3;5;2;2;3;2;2;2;2;2;2;3;2;3;3;3;3;3;2;2
1084;2;1;2;6;45;2;4;4;5;1;5;2;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;2;1;1;1;3;150;2;;;;;0;1;1;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;5;;;;1;45;2;4;1;0;0;3;;3;3;3;0;3;3;0;;;;;;;;;;;;;;;2;3;3;2;2;2;5;5;5;1;5;5;2;2;4;3;2;2;2;2;2;2;2;2;2;3;3
1085;2;1;2;7;69;11;4;1;5;7;2;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;1;1;3;1;1;2;2;2;720;4;;;;;0;0;0;4;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;1;;;;1;69;11;4;2;0;0;4;;1;5;1;10;1;1;5;;;;2;;;;;;;2;;;;3;4;3;3;3;5;5;5;5;5;5;5;4;3;2;2;4;2;2;2;2;2;2;2;2;2;2
1086;2;3;1;3;51;6;1;1;4;3;3;1;5;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;9;2;2;2;2;2;1;1;2;2;150;1;;;;;15;0;0;1;2;;2;2;2;2;2;2;2;2;3;2;3;2;3;1;5;;;1;51;6;5;4;2;0;4;;5;1;7;8;9;7;1;;;2;2;2;2;;;;2;2;2;2;;2;3;1;1;3;2;4;2;2;2;2;4;1;1;1;1;2;3;3;2;3;2;2;3;3;2;2
1087;2;1;2;8;53;7;1;5;8;1;3;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;1;1;4;4;4;4;4;;;;;1;53;7;3;1;0;0;5;2;5;5;5;5;10;10;0;;;;;1;1;;;;;;1;1;;3;2;3;1;3;4;4;3;4;4;4;4;1;2;2;2;1;4;4;1;3;1;4;4;4;3;3
1088;2;1;1;10;63;11;4;7;7;3;1;10;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;2;1;1;1;2;2;0;;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;4;1;1;4;4;;;;;1;63;11;6;2;0;2;3;;3;0;0;3;5;3;3;;;;;;;;;;;;;;;2;2;2;2;2;2;3;3;2;2;2;3;2;2;3;2;2;2;2;2;2;2;3;3;3;3;3
1089;2;1;1;2;51;6;1;1;2;2;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;3;1;540;4;;;;;5;3;0;4;2;;2;2;1;2;2;2;2;2;3;3;4;3;3;1;;;;1;51;6;10;2;0;0;6;2;6;0;10;0;3;0;0;2;;2;;;;;2;;2;;;;;4;4;4;4;4;2;4;4;5;1;3;4;3;2;4;3;2;3;3;2;4;2;2;4;4;4;4
1090;2;2;2;8;78;1;5;1;5;2;6;1;7;1;4;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;4;1;1;6;4;780;4;;;;;10;0;8;15;4;2;2;2;2;2;2;1;2;2;4;4;4;3;2;1;;;;1;78;1;7;3;1;0;3;;0;0;10;10;0;0;10;;;4;3;;;4;;;4;4;;;4;4;4;4;2;4;5;5;5;1;5;5;1;3;3;3;3;3;1;1;1;1;1;1;4;2;3;4
1091;2;2;2;6;59;5;4;1;4;5;1;10;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;3;3;2;2;3;1;4;2;3;300;5;;;;;5;2;15;0;3;2;2;2;2;2;2;2;2;2;3;4;4;3;1;3;;;;1;59;5;5;2;1;0;6;2;7;4;10;8;9;10;5;3;;1;2;1;1;;3;;2;3;2;1;;3;3;2;2;3;2;1;1;5;4;4;4;2;2;1;1;2;3;3;2;2;3;1;1;2;2;2
1092;2;1;2;7;75;1;5;1;4;7;1;4;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;1;2;2;3;3;4;3;3;2;;;;1;75;1;4;3;1;0;6;2;7;4;7;10;9;8;8;3;;4;3;3;3;3;3;;3;3;3;3;3;2;2;2;1;3;2;4;5;5;1;5;2;3;3;3;2;3;2;2;1;1;1;3;3;3;3;3
1093;2;1;2;9;6;12;3;2;5;1;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;4;2;3;2;3;3;3;120;1;;;;;50;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;3;6;;;;1;6;12;2;1;0;1;6;4;0;1;5;5;9;2;0;;;;;3;;;;;;;3;;;3;2;2;1;2;2;4;5;5;2;5;4;3;2;2;3;2;3;3;3;3;3;3;2;3;2;1
1094;2;1;2;7;44;7;4;1;3;7;2;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;1;3;3;4;2;5;180;1;2;;;;5;3;2;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;44;7;6;4;1;0;6;1;10;8;10;10;3;10;10;1;2;1;1;;1;2;1;2;1;1;;1;1;4;4;4;4;4;5;5;5;5;5;5;5;2;2;4;3;4;4;2;2;2;2;2;1;4;3;4
1095;2;1;2;3;77;1;3;2;5;7;3;9;7;1;3;;2;;2;2;;2;2;2;2;3;2;2;2;2;2;2;10;2;2;1;1;2;1;1;1;2;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;3;4;3;5;;;;1;77;1;3;3;1;0;6;4;4;9;1;2;10;4;4;;3;;;1;;;;3;;;1;;;1;1;1;1;2;1;1;1;4;4;5;1;1;2;1;1;1;4;4;3;3;2;2;2;2;4;1
1096;2;1;2;5;75;1;5;1;4;1;1;9;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;1;3;3;1;1;2;4;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;3;;;;1;75;1;1;1;0;0;6;4;7;9;8;8;7;5;4;2;2;2;2;3;;;3;2;3;3;3;;;2;3;2;1;3;1;3;5;2;1;2;2;3;2;3;2;3;2;2;2;2;2;3;3;3;3;3
1097;2;2;2;2;28;2;3;1;5;2;7;1;6;2;;2;3;;2;2;;1;2;1;2;1;2;2;2;2;2;2;8;1;3;2;1;3;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3;;;;1;28;2;5;4;2;0;1;;0;0;0;7;5;0;0;;;;4;;;;;;;4;;;;2;3;2;3;3;2;3;5;3;4;2;2;1;2;1;2;2;3;3;4;4;3;2;3;2;4;3
1098;2;2;2;2;31;10;4;1;2;7;1;5;6;1;2;;3;;2;2;;2;2;2;1;1;2;2;2;1;2;2;9;3;1;2;1;4;1;3;4;2;720;1;2;3;4;;50;3;1;1;5;2;2;1;2;2;2;2;1;1;4;3;3;3;4;4;;;;1;31;10;3;1;0;0;6;2;0;0;0;0;0;10;0;;;;;;3;;;;;;;3;;1;1;1;1;1;1;5;1;4;5;5;1;1;4;1;2;1;4;3;2;3;1;4;4;4;4;3
1099;2;2;2;2;92;1;5;1;5;7;5;3;1;1;4;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;2;6;1;4;6;2;510;4;;;;;7;0;0;5;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;1;8;;;1;92;1;3;2;0;0;5;1;3;4;3;8;8;6;3;;;;3;2;3;;;;;3;2;3;;3;2;3;2;3;5;3;3;2;1;2;5;2;1;2;3;2;2;2;1;2;2;3;3;4;4;4
1100;2;1;2;10;71;3;1;7;7;6;3;4;1;3;;;2;;2;3;;2;3;2;3;3;2;3;3;2;3;3;9;1;6;1;1;1;1;1;1;6;150;1;;;;;0;1;0;0;5;2;3;3;3;3;3;3;3;2;2;2;2;3;1;;;;;1;71;3;6;1;0;0;4;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;2;2;2;2;5;1;5;2;5;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3
1101;2;3;2;10;44;7;2;7;7;3;1;4;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;2;1;1;2;2;210;1;2;;;;10;0;2;0;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;;;;1;44;7;5;2;0;0;2;;9;6;9;10;0;9;7;3;4;4;3;;3;4;3;4;4;3;;4;3;3;2;1;1;2;1;2;5;2;1;1;1;3;2;2;2;3;1;1;1;5;2;2;2;2;3;3
1102;2;2;1;1;13;12;4;1;3;1;4;2;1;1;3;;3;;2;2;;2;2;1;1;2;2;2;2;1;2;2;10;2;1;3;3;1;1;3;6;2;360;1;;;;;5;0;1;0;5;;2;2;2;3;2;2;2;2;1;1;1;4;1;1;;;;1;13;12;;2;0;0;6;3;1;1;1;6;10;6;1;;;;2;1;2;;;;;1;1;1;;2;4;1;1;3;4;4;6;4;2;2;2;5;1;5;1;1;4;4;4;4;4;1;1;1;3;1
1103;2;1;2;6;76;4;4;1;4;4;1;3;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;2;1;60;1;;;;;2;0;0;0;4;2;1;2;1;2;2;2;2;2;4;3;2;2;4;4;;;;1;76;4;4;2;1;0;5;1;2;0;0;3;4;0;0;;;;;;;;;;;;;;;2;2;2;1;2;2;5;3;3;2;3;3;2;2;2;2;2;2;2;1;1;1;2;2;1;3;3
1104;2;2;1;4;84;12;2;1;5;7;1;2;6;2;;2;3;;2;2;;1;2;2;2;2;2;2;2;2;3;2;8;4;2;5;5;3;1;2;6;3;480;2;4;5;;;10;0;0;2;2;;2;2;2;2;1;2;2;2;4;3;3;3;3;1;;;;1;84;12;5;4;2;0;4;;2;0;0;10;3;1;0;;;;2;;;;;;;3;;;;3;2;1;1;3;1;4;2;2;1;2;4;3;2;3;1;3;2;2;2;2;2;2;3;3;3;3
1105;2;2;2;1;85;7;1;1;6;7;8;5;4;1;4;;2;;2;2;;3;2;2;1;2;1;2;2;2;2;3;6;1;1;1;2;1;1;2;2;3;0;;;;;;0;1;1;0;5;2;2;2;2;2;2;2;2;3;4;3;4;3;4;3;;;;1;85;7;;4;2;0;4;;5;4;9;9;7;4;7;;;1;1;2;;1;;;1;1;3;;3;3;5;3;3;1;4;5;5;1;4;2;2;1;1;3;4;2;2;3;2;3;2;2;3;1;1;1
1106;2;1;1;5;7;11;3;1;3;3;1;3;10;1;5;;2;;2;1;0.0;2;2;1;2;1;2;2;2;2;2;2;6;1;2;2;4;1;1;2;2;2;240;1;5;;;;3;0;2;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;3;3;;;;1;7;11;5;4;2;0;6;4;0;0;0;0;6;1;0;;;;;3;;;;;;;3;;;3;3;1;2;2;4;2;3;2;4;2;1;3;2;3;2;2;2;2;2;2;2;3;3;3;4;4
1107;2;1;2;9;65;10;3;1;5;1;6;4;1;2;;2;3;;2;2;;2;2;2;1;1;2;2;2;2;2;2;7;1;6;1;1;1;1;1;1;6;0;;;;;;0;0;0;0;2;2;1;1;1;2;2;2;2;2;4;4;4;4;1;4;;;;1;65;10;4;1;0;0;6;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;3;4;4;2;3;1;4;5;1;1;5;2;4;3;4;3;3;3;2;1;1;2;4;3;3;4;4
1108;2;2;2;1;21;3;4;1;5;7;8;4;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;6;2;420;4;;;;;3;0;0;3;2;2;2;2;2;2;2;2;2;2;3;3;4;3;3;1;;;;1;21;3;2;2;0;0;4;;0;0;0;0;10;0;0;;;;;1;;;;;;;1;;;2;2;1;1;2;4;4;3;4;2;4;4;2;1;2;2;1;3;3;3;3;2;2;3;3;2;1
1109;2;1;1;10;75;1;5;7;7;2;8;4;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;3;2;5;2;2;1;1;2;1;1;2;5;60;1;;;;;0;0;1;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;75;1;2;2;0;0;6;2;5;5;5;0;10;10;5;;;;;1;5;;;;;;1;1;;3;3;2;2;3;2;3;3;2;2;2;3;3;2;3;2;2;3;3;2;3;2;3;2;2;3;2
1110;2;1;2;6;6;12;4;5;8;3;8;7;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;2;1;1;2;3;0;;;;;;0;0;0;0;4;2;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;;1;6;12;5;4;1;0;6;2;3;6;7;6;0;0;0;;3;3;3;;;;;4;3;4;;;;3;3;1;2;2;2;5;5;5;1;5;2;2;3;2;2;2;3;3;2;2;2;3;3;3;3;3
1111;2;1;1;3;93;1;5;3;2;3;2;8;5;1;5;;1;2;2;2;;2;2;2;2;2;1;2;2;2;2;2;5;1;2;1;1;2;1;1;2;4;330;1;4;;;;7;0;0;1;3;;2;2;2;2;2;2;1;2;3;1;1;1;1;1;2;3;;1;93;1;2;2;0;0;6;2;10;2;10;8;6;8;5;1;;1;2;2;2;;1;;1;1;2;1;;3;3;2;3;4;5;2;2;5;5;5;5;3;2;3;2;2;3;3;2;2;3;2;2;2;1;1
1112;4;3;2;10;65;10;3;7;7;5;1;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;7;1;1;1;1;1;1;1;2;2;120;1;3;;;;6;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;65;10;4;1;0;0;5;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;2;2;2;1;2;2;4;4;2;1;5;3;2;2;3;2;3;2;2;2;3;2;3;3;3;3;3
1113;2;1;1;4;69;11;4;1;3;4;3;7;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;2;2;1;1;1;1;3;2;3;360;1;;;;;2;2;0;0;2;;2;2;2;2;2;2;2;2;3;3;4;4;4;3;;;;1;69;11;5;1;0;0;6;2;5;10;5;10;10;10;0;;4;;1;2;3;;;4;;1;1;3;;4;4;2;4;4;4;1;2;5;4;5;4;3;2;2;2;3;4;2;1;1;2;1;3;4;3;3
1114;2;2;2;5;89;3;3;2;5;1;7;6;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;2;2;180;1;4;;;;1;0;1;0;4;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;;;;1;89;3;2;1;0;0;5;5;6;2;8;8;8;8;2;3;;2;3;2;2;;3;;2;3;3;2;;2;2;1;1;2;4;2;5;2;4;3;2;1;1;1;1;1;3;3;3;3;3;1;1;1;2;2
1115;2;1;1;1;90;3;1;3;3;5;2;1;7;2;;3;1;;1;2;;2;1;2;1;1;3;1;2;1;3;2;5;1;2;1;3;3;4;2;3;1;270;1;;;;;3;4;5;2;2;;2;1;3;2;3;3;1;2;1;2;1;2;3;2;;;;1;90;3;5;3;1;0;1;;5;1;5;1;4;2;7;;;;;;;2;;;;;;;1;1;2;2;3;1;1;2;2;4;3;3;3;3;3;1;1;2;2;2;1;3;4;2;2;1;3;1
1116;2;1;2;3;92;1;5;1;5;1;1;2;3;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;2;1;5;5;;;;;1;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;;;;1;92;1;1;1;0;0;4;;5;0;6;3;2;3;6;;;4;;;;3;;;4;;;;4;2;2;2;2;2;2;3;5;2;1;5;4;3;2;2;1;3;2;2;3;3;2;1;2;2;3;4
1117;2;2;1;8;33;9;1;1;6;2;4;3;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;3;5;1;1;1;1;1;6;240;4;;;;;0;0;1;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;33;9;5;3;0;0;3;;10;0;6;0;0;10;8;1;;1;;;1;1;1;;1;;;1;4;4;4;1;1;4;4;1;1;4;4;4;4;2;2;2;1;2;3;2;1;1;2;1;2;4;2;1
1118;2;3;2;5;5;12;3;5;8;3;1;10;4;2;;2;3;;2;2;;2;3;2;2;2;2;2;2;2;2;2;7;1;4;3;1;3;1;3;2;4;60;3;;;;;0;2;4;0;3;2;2;2;2;2;2;2;2;1;4;4;4;4;4;;;;;1;5;12;5;5;2;0;5;3;5;3;3;5;2;4;1;;;;;;;;;;;;;;;2;2;1;2;3;4;1;3;5;4;6;5;2;3;2;2;2;2;2;2;2;3;1;2;2;1;2
1119;2;2;1;3;13;12;4;1;6;3;1;6;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;1;1;2;1;2;4;5;540;4;;;;;10;5;0;5;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;13;12;5;2;2;0;4;;6;8;3;3;3;2;3;3;2;;;;;;3;2;;;;;;2;2;1;1;2;5;1;5;5;5;5;5;2;2;3;2;2;2;3;1;1;2;5;3;3;2;3
1120;2;1;2;3;93;1;5;5;8;1;1;3;4;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;1;1;2;1;1;1;1;3;20;1;;;;;2;0;0;0;5;2;2;2;2;2;2;2;2;2;1;3;3;1;1;;;;;1;93;1;5;3;0;1;6;4;5;5;5;5;10;5;5;;;;;1;;;;;;;1;;;1;1;1;1;1;3;1;3;3;4;3;2;1;2;1;1;1;3;4;4;4;3;3;3;3;3;3
1121;2;1;2;6;34;10;2;2;5;2;2;8;3;2;;2;3;;2;2;;3;3;3;3;3;3;3;3;3;3;3;6;1;2;1;1;1;1;1;3;1;360;1;2;3;;;0;0;5;0;3;2;2;2;2;2;2;2;2;2;3;3;4;4;3;4;;;;1;34;10;4;2;0;0;5;5;2;0;0;0;3;0;0;;;;;;;;;;;;;;;3;4;3;2;3;4;1;1;5;4;5;2;4;2;4;2;3;1;1;1;1;2;4;4;3;4;2
