SERIAL;JOURV5;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;B6Q_0;B6Q_1;B6Q_2;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C5_4;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D42_0;D42_1;D42_2;D42_3;D42_4;D42_5;D42_6;D42_7;D42_8;D42_9;D42_10;D43;D44_0;D44_1;D44_2;D44_3;D44_4;D44_5;D45_0;D45_1;D45_2;D46Q_0;D46Q_1;D46Q_2;D46Q_3;D46Q_4;D46Q_5;D46Q_6;D46Q_7;D47Q_0;D47Q_1;D47Q_2;D47Q_3;D47Q_4;D47Q_5;D47Q_6;D47Q_7;D48;D49_0;D49_1;D49_2;D49_3;D49_4;D49_5;D49_6;D49_7;D50Q_0;D50Q_1;D50Q_2;D51Q_0;D51Q_1;D51Q_2
3898;3;1;2;10;11;10;1;7;7;3;3;10;1;2;;4;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;2;2;40;1;;;;;1;0;1;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;3;;;;;1;11;10;4;2;0;0;4;2;3;;3;2;1;3;3;3;2;2;3;3;3;3;2;1;1;2;3;3;2;2;7;4;6;5;4;6;2;3;6;2;4;7;4;6;1;4;4;3;3;4;2;3;2;;1;;;1;
3899;3;1;1;10;28;2;1;7;7;3;8;2;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;2;1;1;3;5;120;1;2;;;;20;7;0;0;4;;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;28;2;8;3;0;0;3;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;3;1;3;5;5;0;1;5;4;2;0;0;5;0;1;1;0;3;3;4;0;1;3;3;2;3;3;3;2;2;;2;;;2;
3900;3;1;2;7;88;6;2;5;8;3;8;2;1;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;9;1;1;1;1;2;1;5;2;3;90;3;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;;;;;1;88;6;5;4;2;0;3;3;1;;1;3;2;3;3;1;3;2;3;3;2;2;2;2;2;3;3;3;8;9;9;8;8;8;6;8;8;9;9;8;8;9;8;7;2;1;3;2;2;3;2;2;2;;1;2;;5;8
3901;3;1;2;10;55;6;1;7;7;2;2;8;6;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;6;5;5;5;1;6;5;5;1;5;0;;;;;;2;0;0;0;4;2;1;2;2;2;2;1;2;2;4;4;4;4;2;;;;;1;55;6;1;2;0;0;4;3;2;;3;3;3;3;3;3;2;3;3;3;3;2;3;2;2;4;2;1;3;6;9;7;5;6;0;;3;8;5;3;6;8;8;6;2;3;4;3;3;3;2;2;2;;;;;;
3902;3;1;1;10;1;11;1;7;7;3;1;6;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;3;2;2;1;1;1;4;3;120;1;2;;;;0;7;0;0;3;;1;2;2;2;2;2;2;2;1;3;4;2;4;;;;;1;1;11;8;2;0;0;5;3;3;;3;2;1;3;1;3;3;2;3;3;2;2;3;2;1;3;1;1;6;8;8;6;9;2;0;0;6;6;7;6;6;7;7;5;2;3;4;5;4;4;3;5;5;;1;;;1;
3903;3;2;1;10;29;8;2;7;7;2;1;9;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;3;2;2;2;1;6;2;4;40;1;;;;;3;0;0;0;3;;2;2;2;2;2;1;2;2;4;3;4;4;4;;;;;1;29;8;5;2;0;1;3;3;2;;3;2;3;3;2;1;2;2;2;1;1;1;3;2;2;3;2;2;2;5;6;5;;4;;5;5;6;8;;;;7;;2;3;5;2;5;2;3;1;5;;1;;;1;
3904;3;1;1;6;80;5;3;1;6;3;1;7;6;2;;4;2;;1;2;;2;2;1;1;1;2;2;2;2;2;2;10;2;2;4;1;1;1;1;1;3;150;1;2;;;;0;1;0;0;4;;2;2;2;2;2;2;2;2;3;3;3;3;3;5;;;;1;80;5;6;2;2;0;4;2;1;4;2;3;4;1;1;1;1;2;2;2;1;1;1;2;1;1;1;1;8;8;10;10;10;8;8;10;8;10;10;8;10;8;10;8;2;1;2;2;1;2;1;2;1;0;2;4;0;2;4
3905;3;1;1;10;84;12;4;7;7;1;2;9;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;6;30;1;;;;;0;0;0;0;3;;2;2;2;2;2;2;2;2;4;3;4;4;4;;;;;1;84;12;3;1;0;0;5;2;3;;3;2;2;3;3;1;2;2;3;3;3;3;2;2;2;2;3;2;1;3;9;10;3;1;2;3;1;3;3;4;6;1;7;5;2;3;4;3;3;3;1;3;2;;2;;;2;
3906;3;2;2;1;70;3;1;5;8;1;10;3;8;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;3;3;1;1;1;1;1;1;4;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;;1;70;3;7;5;1;0;4;3;3;;3;3;3;3;1;3;3;3;3;3;3;2;3;3;3;2;2;2;0;4;9;3;0;1;0;6;0;1;1;2;3;5;6;6;2;3;3;3;3;3;3;3;3;;;;;;
3907;3;2;1;1;69;11;4;8;8;1;10;1;5;2;;5;1;2;2;2;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;4;4;3;3;60;1;;;;;15;0;2;0;4;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;;1;69;11;7;6;0;0;6;4;2;;2;2;3;2;2;2;2;2;1;3;2;3;2;2;2;2;2;2;4;6;4;6;5;4;5;6;7;6;5;6;5;5;6;4;1;2;2;2;2;2;3;3;3;10;2;0;10;2;0
3908;3;2;1;2;69;11;4;1;6;1;1;8;6;3;;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;2;2;1;1;2;3;300;4;;;;;30;0;1;0;3;;2;2;2;2;2;2;2;2;3;4;4;4;3;1;;;;1;69;11;2;1;0;0;3;1;1;2;1;1;2;1;3;2;3;1;3;3;3;2;1;3;1;1;2;3;3;10;9;6;6;9;5;8;1;10;6;4;9;4;10;4;1;2;2;3;1;3;2;3;2;7;;;7;1;
3909;3;1;1;10;80;5;4;7;7;3;1;10;9;2;;1;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;5;5;3;1;1;1;2;4;30;1;;;;;0;0;0;0;4;;1;2;2;2;2;2;2;2;4;4;4;1;2;;;;;1;80;5;5;2;0;1;4;3;4;;3;2;4;3;3;3;5;3;3;3;3;3;3;2;2;1;3;2;1;8;8;5;2;5;5;3;0;7;2;3;10;7;9;9;2;4;3;2;4;2;1;1;1;;4;;;1;
3910;3;1;2;10;64;9;4;7;7;3;8;1;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;2;3;1;1;1;2;3;110;5;;;;;0;1;6;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;64;9;4;2;0;2;2;3;2;;3;3;3;3;3;3;3;3;3;3;2;2;3;2;3;5;1;1;1;5;7;6;6;6;5;5;5;5;6;5;6;6;5;5;1;4;4;4;4;4;3;3;3;;3;;;3;
3911;3;1;2;1;37;2;4;8;8;1;9;4;3;2;;3;1;2;2;2;;2;2;2;1;1;2;2;2;2;2;2;7;1;5;3;1;1;1;1;1;5;240;1;3;;;;4;0;0;0;2;2;2;2;3;2;2;2;2;2;3;1;1;1;4;;;;;1;37;2;5;3;0;0;5;1;1;;1;1;1;1;1;1;1;1;1;3;1;3;1;1;2;3;2;2;4;4;8;4;4;4;4;4;5;4;3;4;3;0;4;4;1;3;3;3;3;3;3;3;3;8;2;0;2;3;0
3912;3;1;2;6;13;12;4;5;8;1;3;4;8;1;3;;2;;2;2;;2;2;1;2;2;2;2;1;2;2;2;5;1;1;2;1;2;1;1;2;3;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;2;3;2;3;3;4;3;4;;;;;1;13;12;1;1;0;0;4;1;5;;1;3;1;1;1;3;3;3;2;5;3;5;1;1;1;4;1;1;8;8;10;10;9;0;0;0;8;8;9;8;5;8;9;0;1;2;5;2;1;3;1;5;4;;1;;;1;
3913;3;2;2;10;53;7;1;7;7;3;1;6;4;2;;2;3;;1;2;;3;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;2;30;2;;;;;0;1;1;0;3;2;2;2;2;2;2;1;1;1;3;4;4;4;4;;;;;1;53;7;5;2;0;1;2;2;1;;2;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;6;8;8;9;6;6;6;6;6;7;7;6;7;7;7;7;2;2;2;2;2;3;1;2;2;0;1;;;2;
3914;3;1;1;10;50;4;2;7;7;3;1;3;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;3;60;2;;;;;2;1;0;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;50;4;5;2;0;2;4;1;2;;1;1;2;1;1;4;1;2;2;3;4;3;3;4;3;1;1;1;6;2;7;8;4;1;3;5;9;5;10;8;5;2;7;1;3;2;2;4;4;3;4;2;4;;1;;;;
3915;3;2;1;3;81;10;1;1;6;3;3;7;1;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;3;2;2;6;2;4;1;2;1;1;1;1;5;30;1;;;;;1;1;0;2;4;;2;2;2;2;2;2;2;2;4;4;4;4;4;5;;;;1;81;10;6;4;2;0;4;3;2;3;3;2;2;3;2;2;2;3;2;3;2;2;2;1;2;4;2;1;;7;6;6;5;6;1;4;5;6;7;6;5;3;6;3;2;2;2;2;2;2;2;2;2;7;1;2;;2;6
3916;3;1;2;10;64;9;2;7;7;5;1;2;7;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;2;1;1;1;1;2;150;1;2;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;2;4;4;1;;;;;1;64;9;3;1;0;0;4;3;1;;1;3;3;2;3;1;1;2;2;2;2;2;3;1;1;1;2;1;0;3;3;4;7;4;2;4;2;5;8;8;6;6;9;7;1;4;3;2;2;2;2;2;2;;1;;;1;
3917;3;2;1;10;44;7;1;7;7;3;6;2;5;2;;2;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;2;180;1;2;3;;;0;5;0;0;3;;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;44;7;5;2;0;1;5;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;1;2;1;10;10;10;10;10;7;5;7;10;10;10;10;10;8;8;8;2;2;2;2;2;2;2;2;2;;;;;;
3918;3;1;1;8;88;6;3;1;6;7;8;9;2;2;;2;3;;1;2;;2;2;1;2;1;1;2;2;2;2;2;5;2;2;2;2;3;1;1;1;4;540;1;4;;;;3;5;3;6;2;;2;2;2;2;2;2;3;2;2;3;4;3;2;1;;;;1;88;6;9;3;0;0;2;2;2;3;3;2;3;3;3;3;3;2;3;3;3;2;3;2;3;3;3;3;3;6;7;6;5;6;5;7;3;5;7;5;5;7;7;6;1;5;2;2;5;2;2;2;2;8;;;8;;
3919;3;1;2;10;14;4;4;7;7;3;11;11;11;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;2;2;105;1;;;;;2;0;0;0;3;2;1;2;2;2;2;2;2;2;3;2;2;1;4;;;;;1;14;4;6;2;0;2;3;3;3;;2;1;3;2;2;3;2;2;3;3;2;1;2;2;3;2;1;2;2;;;;;4;;;3;;;;;;;;2;4;5;5;5;5;5;5;5;;;;;;
3920;3;1;2;10;76;4;2;7;7;5;1;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;4;1;1;1;1;1;6;0;;;;;;1;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;;1;76;4;4;1;0;1;4;3;2;;3;3;1;3;3;3;2;2;3;3;2;2;3;1;1;3;2;3;2;3;8;7;4;0;2;7;3;5;5;5;7;3;6;5;1;2;4;3;3;2;3;2;2;;3;;;2;
3921;3;1;2;10;75;1;5;7;7;5;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;2;2;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;2;2;2;1;2;2;4;3;4;4;3;;;;;1;75;1;3;1;0;0;6;3;1;;2;2;4;3;2;2;2;2;2;3;2;2;3;2;2;3;4;1;6;7;8;8;8;6;3;;5;6;9;5;5;7;7;5;2;4;2;5;3;2;2;3;3;;1;;;1;
3922;3;1;1;10;72;7;1;7;7;3;8;1;9;2;;3;3;;1;2;;2;2;2;2;2;2;2;2;2;1;2;9;1;4;4;1;1;1;1;1;1;90;1;;;;;10;0;0;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;72;7;8;2;0;0;6;3;3;;3;2;3;2;3;3;2;1;2;3;2;3;3;1;2;2;2;2;0;0;10;5;5;1;5;5;0;0;5;0;5;2;5;2;1;2;3;5;3;2;5;5;2;;2;;;2;
3923;3;1;2;3;6;12;4;2;6;2;1;10;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;0;;;;;;5;0;0;0;5;2;2;2;2;2;2;2;2;2;4;4;4;2;4;3;;;;1;6;12;4;3;1;0;3;1;1;1;1;1;2;2;1;1;3;1;2;2;3;1;3;3;3;3;3;1;0;2;6;7;6;5;6;7;0;1;3;1;0;1;2;0;1;3;3;3;2;2;2;3;2;4;2;4;4;2;4
3924;3;2;2;10;39;3;1;7;7;3;1;10;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;2;1;2;1;2;150;1;3;;;;15;0;0;0;2;2;2;1;2;2;2;1;2;2;3;3;4;4;3;;;;;1;39;3;5;2;0;2;2;2;2;;2;2;3;3;3;2;2;2;1;3;2;2;3;3;4;5;3;2;4;6;8;7;5;4;6;6;4;6;5;6;6;5;7;6;2;5;5;5;5;5;5;5;5;0;1;0;;2;
3925;3;1;2;9;33;9;4;7;7;6;8;2;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;3;5;4;2;2;1;1;2;5;180;1;3;;;;2;0;1;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;33;9;5;1;0;0;2;2;2;;3;3;2;3;3;1;2;2;3;3;3;2;2;1;1;3;3;3;0;0;7;1;0;0;9;9;0;0;0;0;5;5;5;5;1;4;4;2;4;5;4;4;4;;2;;;2;
3926;3;2;2;3;39;3;1;3;2;3;2;6;4;2;;2;3;;2;2;;2;2;2;2;1;2;2;2;2;2;2;7;1;1;1;1;1;1;1;3;2;480;4;;;;;0;0;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;3;1;1;;;;1;39;3;6;2;2;0;6;3;1;2;3;2;2;3;3;3;2;1;2;2;2;1;1;2;3;5;4;1;8;6;9;9;7;7;1;6;7;8;7;5;6;;4;;2;2;2;1;3;3;2;1;3;8;1;4;4;2;9
3927;3;2;1;10;69;11;4;7;7;3;1;9;5;2;;2;3;;2;2;;1;2;2;2;1;1;2;2;2;2;2;8;1;3;3;1;1;1;1;2;2;230;1;2;;;;0;1;0;0;2;;2;2;2;2;2;1;2;2;4;3;2;4;1;;;;;1;69;11;3;2;0;2;4;3;1;;2;3;3;2;2;2;2;3;2;3;2;1;3;1;2;4;2;2;8;4;5;7;0;3;1;0;8;5;2;1;0;2;3;1;2;2;3;2;2;3;2;3;3;;5;;;5;
3928;3;2;2;9;47;9;3;6;8;3;1;2;9;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;6;4;5;7;5;5;6;5;120;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;47;9;;2;0;0;1;3;3;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;3;5;5;5;5;5;5;5;5;;;;;;
3929;3;1;2;10;56;8;2;7;7;6;1;9;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;1;1;1;1;1;1;2;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;56;8;4;1;0;0;4;3;3;;2;3;3;3;3;2;3;2;3;2;2;2;3;3;3;2;2;3;2;6;9;7;5;7;2;9;2;4;4;2;;;1;;2;3;5;3;3;4;3;5;3;;3;;;3;
3930;3;1;2;10;94;1;5;7;7;5;1;10;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;3;4;1;6;2;1;2;0;;;;;;0;0;2;0;4;2;1;2;2;2;2;1;2;2;4;4;4;4;1;;;;;1;94;1;2;1;0;1;4;3;3;;3;1;1;3;3;1;3;3;3;3;3;1;3;2;1;2;1;4;;7;9;9;;;0;;8;10;;;6;9;;9;2;3;2;5;2;3;2;5;5;;3;;;3;
3931;3;1;1;6;59;5;2;1;6;3;1;2;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;1;1;1;1;1;2;0;;;;;;0;0;0;17;3;;1;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;59;5;4;4;1;0;4;3;3;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;3;5;5;5;5;5;5;5;5;8;1;1;0;1;2
3932;3;1;1;10;67;6;2;7;7;2;1;8;5;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;6;1;3;0;;;;;;0;0;0;0;2;;2;1;2;2;2;2;2;2;3;3;3;4;4;;;;;1;67;6;3;2;0;1;3;3;1;;2;3;2;1;1;1;1;1;2;2;1;1;2;1;1;3;1;1;8;10;10;10;8;8;5;5;8;10;8;8;5;5;6;5;1;2;3;3;2;3;2;2;3;;2;;;4;
3933;3;2;2;1;60;5;2;8;8;1;9;8;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;1;2;1;1;6;60;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1;3;3;1;3;;;;;1;60;5;8;4;0;0;5;2;2;;1;2;2;2;1;2;2;2;1;1;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;2;3;1;3;3;3;1;3;2;;1;;;1;
3934;3;3;2;10;13;12;4;7;7;6;2;6;8;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;2;1;2;1;1;2;2;5;90;1;;;;;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;;;1;13;12;3;1;0;0;6;3;2;;2;3;2;3;3;3;3;3;3;3;3;2;2;1;2;1;3;2;2;4;8;8;9;2;6;8;1;5;9;6;5;6;8;9;1;3;3;2;3;3;2;2;3;;3;;;3;
3935;3;1;2;9;27;4;3;7;7;5;1;3;9;2;;5;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;2;1;1;1;2;2;360;5;;;;;5;0;0;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;27;4;4;1;0;0;4;3;2;;3;3;3;2;3;2;3;3;3;3;3;2;2;1;2;2;1;3;2;8;9;8;5;2;2;8;5;8;5;6;7;8;5;8;2;2;2;2;3;2;2;2;2;;1;;;1;
3936;3;2;2;4;63;11;1;1;6;3;1;7;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;3;45;2;;;;;1;0;1;0;4;2;2;3;2;2;2;2;2;2;3;3;3;3;1;5;;;;1;63;11;8;4;2;0;4;2;2;3;2;2;1;4;1;1;4;1;3;3;3;2;3;3;2;4;2;1;4;8;8;7;4;5;2;5;7;5;5;6;7;6;7;2;1;2;2;2;2;2;2;2;2;8;2;1;0;2;2
3937;3;1;1;9;66;10;4;7;7;3;1;8;9;2;;4;3;;2;2;;2;2;1;2;2;2;2;2;1;2;2;8;1;1;1;1;1;1;1;1;1;90;5;;;;;0;1;0;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;4;;;;;1;66;10;4;2;0;0;3;3;1;;2;3;2;2;2;2;2;3;2;3;2;2;3;2;2;2;2;3;2;6;9;9;4;5;0;9;3;3;4;3;8;5;6;5;1;3;3;5;2;2;3;5;3;;2;;;3;
3938;3;1;2;10;17;9;2;7;7;3;1;5;4;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;0;;;;;;0;0;0;0;4;2;2;2;2;2;2;2;2;2;4;2;2;4;4;;;;;1;17;9;4;2;0;1;2;1;1;;1;1;1;3;1;1;1;3;3;1;1;1;1;1;1;1;1;1;0;10;10;9;10;9;8;7;0;10;10;10;10;3;10;7;2;4;4;4;3;4;2;3;4;;3;;;3;
3939;3;3;2;7;37;2;4;7;7;3;1;4;10;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;37;2;6;2;0;0;5;3;3;;3;3;3;3;3;3;3;3;;2;2;2;3;2;2;2;2;2;7;7;7;8;5;4;0;0;7;7;5;7;6;8;5;5;2;5;5;5;5;5;5;5;5;;1;0;;1;0
3940;3;1;2;10;83;12;3;7;7;6;2;8;3;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;5;1;1;1;1;1;4;1;0;;;;;;0;0;0;0;3;2;2;2;2;2;2;2;2;2;2;3;3;2;1;;;;;1;83;12;5;1;0;0;4;3;3;;3;3;3;3;4;3;3;3;3;3;3;2;3;3;1;1;2;2;3;7;8;8;5;5;5;6;5;9;8;7;8;8;7;8;1;5;2;2;3;3;2;2;1;;1;;;1;
3941;3;1;2;10;6;12;4;7;7;3;1;3;6;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;8;1;2;2;1;1;1;1;1;2;60;1;5;;;;1;1;0;0;2;2;2;2;2;2;2;2;2;2;2;1;3;4;3;;;;;1;6;12;3;2;0;1;4;3;3;;2;2;3;2;2;3;3;3;3;3;3;3;2;1;1;2;2;3;5;8;8;8;7;6;7;7;7;8;7;8;7;8;;;1;2;5;2;2;5;2;5;2;;3;;;3;0
3942;3;1;1;7;76;4;1;5;8;3;1;2;5;2;;4;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;10;2;3;4;1;1;1;1;1;6;40;3;;;;;1;0;0;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;;1;76;4;4;3;0;0;3;1;1;;1;2;2;3;1;1;1;1;2;2;2;1;2;1;1;5;1;2;1;1;10;10;0;1;0;0;0;10;0;0;0;0;0;0;2;5;4;5;5;3;2;3;3;1;1;0;1;1;0
3943;3;2;2;10;35;8;2;7;7;2;1;4;10;2;;3;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;30;2;;;;;0;0;0;0;4;2;1;3;2;2;2;2;2;2;4;4;4;3;4;;;;;1;35;8;3;2;0;1;2;3;3;;2;2;2;3;2;1;3;2;3;2;1;1;3;3;3;1;1;1;6;7;9;8;7;5;2;6;6;7;8;7;7;7;7;6;2;5;1;2;2;3;2;2;5;;4;;;4;
3944;3;2;2;1;13;12;4;8;8;1;11;11;11;2;;2;3;;1;2;;2;3;2;2;2;2;2;2;2;2;2;10;1;2;1;2;1;1;1;1;1;0;;;;;;0;0;0;0;2;2;2;2;3;2;2;2;2;2;3;3;2;4;4;;;;;1;13;12;3;6;4;0;1;2;1;;2;2;2;1;3;2;1;2;2;3;3;1;2;1;1;1;2;3;3;8;10;10;3;5;0;7;8;0;;;;5;10;;2;2;2;3;2;3;2;3;3;;3;;;6;
3945;3;2;2;10;91;1;5;7;7;3;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;2;2;2;2;1;1;2;2;0;;;;;;0;1;0;0;3;2;2;2;2;2;2;1;2;2;4;3;4;4;2;;;;;1;91;1;4;2;0;1;3;3;2;;3;3;4;3;3;3;2;3;3;2;2;2;3;3;3;4;2;2;3;2;3;3;4;1;1;2;3;3;2;2;3;2;2;1;1;4;4;4;4;4;4;4;4;;3;;;3;
3946;3;1;2;10;33;9;4;7;7;2;1;3;11;2;;2;3;;2;2;;2;2;2;1;2;2;2;2;2;1;2;10;1;1;1;1;1;1;1;1;1;120;1;;;;;10;0;0;0;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;;;;;1;33;9;7;2;0;2;3;2;1;;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;1;1;1;8;8;9;9;8;7;8;7;8;7;8;8;8;8;7;7;2;2;2;2;2;2;2;2;2;;2;;;3;
3947;3;1;2;6;76;4;4;6;8;2;4;6;5;1;3;;2;;2;2;;1;2;1;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;3;90;1;3;;;;3;0;0;0;5;2;2;2;2;2;2;3;2;2;3;2;2;4;3;;;;;1;76;4;3;2;2;0;3;3;1;;1;1;2;3;3;1;1;3;2;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;10;;1;4;4;5;5;4;5;5;4;;3;;;5;
3948;3;1;1;10;33;9;4;7;7;3;3;6;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;7;1;1;2;1;1;1;1;1;4;0;;;;;;0;1;0;0;3;;1;2;2;2;2;2;2;2;3;3;4;3;3;;;;;1;33;9;4;2;0;0;6;2;2;;1;3;2;2;2;1;2;2;2;2;1;1;6;2;1;2;1;1;3;5;9;7;7;4;6;6;3;4;5;5;5;6;5;5;1;2;3;3;2;4;2;3;3;;2;;;3;
3949;3;1;2;10;12;10;1;7;7;5;1;5;6;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;3;4;1;1;6;1;2;0;;;;;;0;1;2;0;4;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;;1;12;10;6;1;0;0;5;3;3;;3;3;3;3;3;3;3;3;;3;3;1;3;2;2;4;1;2;7;6;9;8;7;8;5;6;9;8;7;8;8;9;9;8;2;1;3;2;2;3;2;3;2;;2;;;2;
3950;3;2;1;6;67;6;4;1;6;1;1;8;2;2;;2;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;3;2;1;1;1;2;6;503;1;4;;;;8;0;0;5;3;;2;2;2;2;2;2;2;2;4;4;4;4;4;1;;;;1;67;6;1;2;1;0;3;3;3;3;3;3;3;3;2;3;3;3;3;1;1;1;2;2;1;3;2;1;;;7;8;6;;2;;;7;6;;;;6;;1;2;3;2;5;3;5;3;2;8;1;5;8;1;5
