SERIAL;JOURV3;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A3BIS;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A6_5;A6_6;A6_7;A6_8;A6_9;A6_10;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;D15;D16Q_0;D16Q_1;D16Q_2;D16Q_3;D17;D18_0;D18_1;D18_2;D19_0;D19_1;D20;D21_0;D21_1;D21_2;D21_3;D22_0;D22_1;D22_2;D22_3;D22_4;D23_0;D23_1;D23_2;D23_3;D24;D25Q_0;D25Q_1;D25Q_2;D26;D27;D28_0;D28_1;D28_2;D28_3;D29_0;D29_1;D29_2;D29_3;D29_4;D29_5;D29_6;D29_7;D29_8
4117;3;1;1;10;28;2;1;7;7;3;1;5;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;28;2;5;2;0;1;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;6;6;6;6;6;5;6;6
4118;3;1;2;7;47;9;2;1;4;3;1;7;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;4;4;4;5;6;6;1;5;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;4;4;3;;;;1;47;9;6;2;0;0;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;5;5;5;5;5
4119;3;2;1;3;85;7;1;1;6;3;1;6;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;1;1;1;3;2;1;6;2;2;600;1;4;;;;5;4;;2;2;2;2;2;2;2;2;3;3;4;2;1;;;;1;85;7;4;4;2;0;2;1;1;0;0;0;1;3;3;3;4;2;1;3;3;3;3;3;2;4;3;3;1;2;4;;5;1;0;2;1;4;3;;;;1;1;1;5;6;1;5;6;6
4120;3;1;1;3;75;1;5;1;3;1;6;5;11;1;3;2;;1;2;;1;1;1;2;2;2;1;2;1;2;2;7;2;1;2;2;2;2;2;3;1;69;4;;;;;2;2;;1;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;75;1;2;2;0;0;6;1;0;0;0;0;5;1;1;2;2;2;2;1;1;2;1;1;2;2;1;1;2;;;;2;2;1;2;2;3;;;;;1;2;2;1;1;2;1;1;2
4121;3;1;1;10;66;10;2;7;7;3;1;4;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;3;1;1;1;1;1;2;90;5;;;;;2;4;;2;2;2;2;2;2;2;2;4;2;4;4;;;;;1;66;10;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;3;6;6;6;4;6;4;6
4122;3;1;1;10;30;10;1;7;7;3;10;1;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;2;60;1;2;;;;4;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;30;10;8;2;0;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;6;2;5;6;2;5;6;5
4123;3;1;1;8;35;8;2;1;6;3;2;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;6;4;5;6;1;3;3;5;5;1;65;1;;;;;100;4;;1;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;35;8;4;2;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;6;6;6;6;6;6;6;6;6
4124;3;1;1;10;83;12;2;7;7;3;1;10;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;2;2;1;1;1;1;3;15;2;;;;;2;2;;2;1;2;2;2;1;1;2;4;4;4;3;;;;;1;83;12;6;2;0;2;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;4;4;6;5;2;6;1
4125;3;1;1;10;45;2;1;1;3;3;1;9;6;2;;3;;2;2;;2;2;2;1;2;2;2;1;2;2;2;10;1;2;1;1;1;1;1;1;5;0;;;;;;1;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;45;2;5;3;1;0;4;1;0;0;0;1;4;2;2;2;1;1;3;3;3;2;1;2;4;2;2;2;2;;;;1;2;3;2;1;3;;;;3;4;6;4;3;6;3;2;6;6
4126;3;1;1;9;13;12;4;7;7;2;8;1;4;2;;3;;1;2;;2;2;2;2;2;2;2;2;1;2;2;10;1;2;1;1;1;1;1;3;2;240;1;2;3;;;2;3;;2;2;2;2;2;2;1;2;4;3;4;4;;;;;1;13;12;4;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;1;1;5;5;5;1;4;1
4127;3;3;1;6;37;2;2;1;6;3;2;9;8;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;6;1;630;4;;;;;6;3;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;37;2;6;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;1;2;6;5;6;6;6
4128;3;2;2;4;13;12;4;1;4;2;4;8;2;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;5;2;2;2;4;1;2;2;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;2;3;;;;1;13;12;3;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;4;5;6;4;1;3;2
4129;3;1;1;10;17;9;1;7;7;3;8;1;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;4;3;3;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;17;9;6;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;6;6;5;6;5;6;6;6
4130;3;1;2;10;6;12;4;7;7;3;4;1;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;3;5;2;2;2;2;2;4;420;5;;;;;1;2;3;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;6;12;3;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;5;2;5;6;5;2;5;2
4131;3;1;2;4;14;4;1;1;4;7;5;1;10;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;2;1;1;5;;;;1;14;4;3;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;4;4;2;6;6;4;6;6
4132;3;1;1;2;49;7;2;1;6;2;5;2;10;2;;1;;1;2;;1;2;2;2;1;1;2;2;2;1;1;5;3;1;4;3;3;3;3;2;2;240;1;;;;;2;3;;2;1;3;1;2;2;2;2;2;2;2;1;1;;;;1;49;7;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;3;3;3;2;2;2;2;2
4133;3;2;2;7;75;1;5;1;3;1;1;8;6;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;9;1;1;1;1;1;1;1;2;1;50;1;;;;;3;2;2;2;2;2;2;2;1;2;2;4;4;4;4;3;;;;1;75;1;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;4;4;5;6;4;2;4;2
4134;3;1;2;8;51;6;3;1;4;3;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;3;1;1;1;1;1;3;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;4;4;4;8;;;;1;51;6;5;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;6;4;5;6;4;2;6;5
4135;3;3;1;9;29;8;3;7;7;3;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;1;1;1;2;3;60;3;;;;;0;3;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;29;8;6;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;2;5;5;6;5;5;6;5
4136;3;1;2;1;60;5;1;8;8;2;9;7;1;1;5;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;2;1;1;1;1;2;2;180;2;;;;;0;2;2;2;2;2;2;2;2;2;2;1;3;3;1;;;;;1;60;5;9;4;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;4;5;6;5;5;2;5
4137;3;2;2;2;69;11;4;8;8;1;1;8;5;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;3;1;;;;;1;69;11;4;3;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;5;6;6;6;5;1;5;2
4138;3;1;1;7;60;5;4;1;6;3;1;5;10;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;2;2;90;1;2;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;60;5;8;5;3;0;5;1;0;2;0;1;2;2;5;2;1;1;2;2;2;2;2;2;3;3;2;3;1;2;3;4;3;2;0;3;1;4;;3;;3;3;3;4;6;6;3;5;4;3
4139;3;3;2;7;69;11;3;1;3;3;1;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;2;2;8;1;6;2;1;1;1;1;2;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;3;;;1;69;11;5;3;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;5;5;6;5;5;6;6
4140;3;1;1;3;44;7;1;4;4;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;1;2;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;44;7;6;2;2;0;6;1;1;0;0;0;1;5;5;5;5;5;1;3;3;3;3;1;4;2;1;4;1;2;3;;5;1;0;0;1;4;3;;;;2;2;3;3;6;4;3;6;6
4141;4;1;2;5;71;3;3;1;4;7;1;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;1;1;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;3;3;3;4;3;;;;1;71;3;7;5;3;0;6;1;2;1;0;0;1;2;2;2;2;1;2;3;3;3;1;2;4;1;2;3;1;2;4;;3;2;1;2;1;4;4;4;;;2;2;5;6;6;3;6;6;6
4142;3;1;2;4;67;6;2;3;6;1;1;5;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;6;2;1;5;5;1;2;60;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;4;4;2;;;;1;67;6;2;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;2;2;6;2;1;6;6
4143;3;1;2;10;92;1;5;7;7;5;1;9;4;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;1;2;10;1;2;2;1;2;1;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;1;3;2;4;4;4;4;;;;;1;92;1;3;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;4;6;4;5;6;6;5;4;6
4144;3;2;2;3;75;1;5;1;3;2;1;5;2;2;;2;;2;2;;2;2;2;2;2;1;2;1;1;1;2;7;2;2;4;1;1;1;1;1;2;80;1;;;;;8;2;2;2;2;2;2;2;2;2;2;3;2;4;3;3;;;;1;75;1;2;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;2;2;5;2;3;4;1
4145;3;1;1;8;57;6;4;1;6;1;6;4;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;5;1;3;1;1;1;1;1;6;2;720;1;4;;;;6;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;57;6;2;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;5;5;5;5;6;5;5;5;5
4146;3;1;2;2;75;1;5;1;3;3;7;2;6;1;3;2;;2;1;0.0;2;2;3;1;2;2;2;2;2;2;2;7;1;1;1;1;1;1;1;1;1;0;;;;;;3;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;4;4;2;0;6;1;1;1;0;0;1;5;5;3;1;1;1;1;2;3;2;4;3;2;1;4;1;2;3;;2;2;1;2;1;4;4;4;;;4;2;5;5;5;5;5;6;5
4147;3;2;1;2;45;2;2;1;4;3;1;10;2;2;;3;;2;2;;1;2;2;2;2;2;2;2;2;2;2;9;1;2;3;1;2;1;2;2;5;90;1;2;;;;1;2;;2;2;2;2;2;2;2;2;4;3;4;3;3;;;;1;45;2;4;2;2;0;5;1;1;0;0;0;1;5;5;5;4;1;1;3;3;3;2;2;2;3;2;3;1;2;;;5;1;0;2;1;4;3;;;;2;2;5;6;6;2;2;6;2
4148;3;1;2;9;40;9;2;6;8;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;2;1;2;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;2;3;2;3;3;3;3;;;;;1;40;9;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;6;5;5;6;5;2;6;6
4149;3;1;1;7;40;9;3;7;7;3;1;3;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;3;1;1;1;1;1;1;3;60;2;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;40;9;5;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;5;5;5;5;6;6;5;6;2
4150;3;2;1;1;86;9;4;8;8;2;4;2;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;1;1;1;6;2;480;4;;;;;8;2;;2;2;2;2;2;2;2;2;3;3;4;4;;;;;1;86;9;4;3;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;5;6;6;5;6;6;6
4151;3;1;1;10;34;10;2;7;7;3;1;2;6;2;;3;;2;2;;2;2;2;2;2;1;2;2;2;2;2;7;1;1;1;1;1;1;1;2;2;40;1;;;;;2;2;;2;2;2;2;2;2;2;2;4;3;4;4;;;;;1;34;10;4;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;4;5;6;4;2;4;2
4152;3;2;2;7;51;6;2;6;8;3;8;3;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;3;10;1;1;1;1;1;3;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;2;3;3;4;;;;;1;51;6;3;2;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;4;1;5;4;1;4;4;5
4153;3;2;1;1;91;1;5;8;8;1;2;4;6;2;;3;;2;2;;2;2;2;1;2;2;2;2;2;2;2;6;2;6;2;1;1;1;1;1;6;0;;;;;;3;3;;2;3;2;2;2;2;2;2;1;1;1;1;;;;;1;91;1;3;3;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;3;5;2;5;5;2;2;2;6
4154;3;1;1;2;50;4;3;1;3;2;3;2;1;1;2;3;;1;2;;2;2;1;2;2;2;2;2;1;2;2;7;1;1;1;1;1;1;1;1;1;60;4;;;;;6;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;50;4;2;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;4;3;3;6;6;3;3;4;4
4155;3;1;1;10;37;2;4;7;7;3;2;8;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;2;2;70;1;;;;;3;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;37;2;4;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;2;5;1;5;5;5;2;2
4156;3;1;1;6;50;4;1;5;8;3;8;3;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;2;3;3;2;2;2;2;2;2;70;1;;;;;2;2;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;50;4;5;3;1;0;4;1;0;0;1;0;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;2;;;;2;1;1;2;1;2;;;1;;5;5;5;5;5;4;5;5;5
4157;3;1;1;8;81;10;1;7;7;3;9;1;6;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;2;2;2;2;2;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;81;10;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;6;2;3;6;3;1;6;1
4158;3;2;2;3;69;11;4;1;3;1;4;8;3;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;4;4;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;1;2;3;3;;;;1;69;11;2;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;2;2;6;2;2;4;1
4159;3;1;1;8;13;12;3;7;7;3;1;3;9;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;2;1;1;2;2;150;1;2;;;;2;2;;2;2;2;2;2;2;1;1;4;4;4;4;;;;;1;13;12;4;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;5;4;5;6;2;2;6;6
4160;3;1;1;9;31;10;1;2;6;3;3;1;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;3;1;1;1;1;2;5;60;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;31;10;10;4;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;6;5;5;6;5
4161;3;1;2;10;13;12;3;7;7;3;1;5;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;1;9;1;4;6;6;6;1;6;1;1;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;3;3;4;4;;;;;1;13;12;6;2;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;6;4;6;6;5;5;6;6
4162;3;2;2;2;81;10;3;3;2;2;2;4;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;6;1;1;2;1;1;2;6;60;1;;;;;15;3;2;2;2;2;2;2;2;2;2;3;4;4;3;1;;;;1;81;10;4;1;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;5;5;5;6;5;5;6;6
4163;3;1;2;9;77;1;3;7;7;3;1;9;8;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;1;1;1;2;3;60;1;2;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;77;1;6;2;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;2;4;4;5;6;4;2;6;6
4164;3;1;1;7;42;11;3;1;4;5;1;5;6;2;;3;;2;2;;2;2;2;2;1;1;2;2;1;2;1;7;1;4;5;1;1;1;1;2;6;480;4;;;;;1;3;;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;42;11;4;2;0;0;5;1;0;0;0;1;4;5;5;5;5;5;1;3;3;3;3;5;5;5;5;2;1;;;;1;1;1;1;1;5;;;;2;2;2;2;5;6;5;2;6;5
4165;3;2;1;10;55;6;2;7;7;3;6;2;8;2;;1;;2;2;;2;2;2;2;2;2;2;2;2;2;2;0;1;5;1;1;1;1;1;2;1;120;1;2;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;;;;;1;55;6;5;2;0;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;2;5;6;6;2;2;6;6
4166;3;2;2;2;76;4;4;1;3;2;3;9;10;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;1;2;1;1;2;5;30;1;;;;;4;2;2;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;1;76;4;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;3;3;5;6;3;2;3;2
4167;3;2;1;4;33;9;4;1;3;7;8;1;2;2;;2;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;2;2;2;1;1;2;2;4;60;2;;;;;0;3;;2;2;2;2;3;2;2;2;3;1;4;3;3;;;;1;33;9;4;4;2;0;6;1;0;0;1;0;3;2;3;3;5;5;4;2;2;2;3;4;1;4;4;1;2;;;;1;3;2;3;1;1;;;1;;1;5;2;5;6;5;1;5;5
4168;3;1;1;10;89;3;1;7;7;3;1;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;2;240;1;4;;;;0;4;;1;2;2;2;2;2;2;2;4;4;4;4;;;;;1;89;3;5;3;1;0;6;1;0;0;0;1;4;2;5;2;3;3;1;3;3;3;3;4;4;1;1;4;1;2;3;;1;2;1;3;1;2;;;;1;2;5;5;6;6;4;2;5;2
4169;3;1;1;10;73;11;2;7;7;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;2;2;2;1;1;1;1;2;120;1;;;;;1;3;;2;2;1;2;2;1;2;2;3;2;3;2;;;;;1;73;11;3;2;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;5;6;6;5;6;6;6
4170;3;1;1;3;17;9;4;1;3;2;3;8;6;2;;3;;1;2;;2;2;2;1;2;1;2;1;2;2;2;8;2;6;3;1;1;1;1;1;6;45;1;;;;;1;2;;2;2;2;2;2;2;2;1;3;3;4;2;3;;;;1;17;9;3;2;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;2;6;2;6;6;3;1;1
4171;3;1;2;9;57;6;4;1;3;1;1;3;6;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;57;6;4;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;6;6;6;6;6;5;6;6
4172;3;1;1;9;85;7;1;7;7;3;1;8;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;2;1;1;1;4;120;2;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;3;3;;;;;1;85;7;5;2;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;2;6;4;5;6;2;5;6;2
4173;3;1;2;1;87;9;1;8;8;1;9;8;7;2;;3;;2;2;;2;2;2;2;2;2;2;2;1;1;2;6;1;6;2;1;1;1;1;1;6;60;1;;;;;10;2;2;2;2;3;2;2;2;1;2;1;1;3;1;;;;;2;37;2;1;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;2;2;5;6;2;5;5;5
4174;3;1;2;1;25;3;4;8;8;1;3;4;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;2;3;;;;;2;71;3;5;1;1;0;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;1;2;2;5;6;4;3;5;1
4175;3;2;1;6;51;6;4;1;4;3;1;7;2;1;5;2;;2;2;;2;2;1;2;1;1;2;2;1;2;2;8;1;2;1;1;2;1;1;2;6;60;2;;;;;3;3;;2;2;3;3;2;2;2;2;3;3;3;2;3;;;;1;51;6;4;3;1;0;6;1;0;0;0;1;4;2;3;3;4;3;1;2;2;3;2;2;3;3;2;2;1;2;;;1;3;0;3;1;4;;;;4;2;3;4;6;6;4;2;5;6
4176;3;1;2;4;16;9;1;3;2;3;6;7;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;4;1;4;1;1;1;1;3;0;;;;;;2;1;2;2;2;2;2;2;2;2;2;4;3;4;4;1;3;;;1;16;9;5;2;2;0;7;1;1;1;0;0;2;5;3;5;3;3;1;3;2;3;3;3;3;3;3;3;1;;;;5;2;2;2;1;1;1;1;;;6;2;5;2;6;4;2;6;5
4177;3;1;2;5;60;5;2;4;3;1;1;4;9;2;;3;;2;2;;2;2;2;2;2;1;2;2;1;2;1;10;1;1;1;1;1;1;1;2;2;0;;;;;;0;4;2;2;2;2;2;2;2;2;1;1;1;1;1;4;;;;1;60;5;3;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;5;1;5;6;6;5;5;6;6
4178;3;1;2;5;69;11;4;3;6;4;1;10;3;2;;3;;1;2;;2;2;2;2;2;2;2;2;2;2;2;10;2;3;5;1;1;2;1;1;3;30;1;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;3;5;;;;1;69;11;3;3;2;0;3;1;0;2;0;0;2;2;3;3;1;1;1;3;3;3;1;1;4;3;3;3;1;;;;4;1;0;1;1;4;;4;;;1;1;1;2;6;4;5;6;6
4179;3;1;2;9;94;1;5;7;7;3;1;10;2;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;1;1;90;1;;;;;10;2;2;2;2;2;2;2;2;2;2;3;3;3;4;;;;;1;94;1;3;1;0;0;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;6;5;5;6;2;5;4;6
4180;3;1;2;6;45;2;2;6;8;3;8;1;2;2;;3;;1;2;;1;2;2;2;2;2;2;2;2;1;2;8;1;3;2;1;1;1;1;1;1;60;1;2;;;;10;2;2;2;2;2;2;2;2;2;2;4;3;3;4;;;;;1;45;2;5;5;2;0;6;1;0;0;2;1;3;2;3;2;1;1;1;2;3;3;3;2;3;2;2;4;1;;;;3;2;1;5;1;4;;;4;4;2;2;2;6;6;2;5;5;1
4181;3;3;1;1;64;9;4;1;3;2;2;3;1;2;;3;;2;2;;2;2;2;2;2;2;2;2;2;2;2;7;1;1;3;6;3;1;1;6;6;660;4;;;;;20;2;;2;2;2;2;2;1;2;2;4;4;4;4;2;;;;1;64;9;3;2;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;5;5;1;1;5;5;5;5;5
4182;3;1;2;7;22;8;3;1;3;5;3;1;4;2;;3;;2;2;;2;2;1;2;2;1;2;2;1;2;2;8;1;4;1;1;1;1;1;2;6;70;3;;;;;1;2;2;2;1;2;2;2;2;2;2;4;4;4;3;3;;;;1;22;8;5;1;0;0;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;5;5;6;5;6;5;6;5;6
